,date_of_sale,address,location,livingarea,rooms,plotarea,closingprice
1169,2019-01-17,Rörmossevägen  120,"Bohuslän, Kungälvs kommun",251,5,4070.0,4575000
1170,2019-01-15,Parkgatan 11,"Bohuslän, Kungälvs kommun",260,9,513.0,6700000
1171,2019-01-11,Kristiansborg 170,"Tjuvkil, Kungälvs kommun",132,6,1295.0,3700000
1172,2019-01-08,Vena 328,"Ytterby - Vena, Kungälvs kommun",125,5,1520.0,4100000
1173,2015-11-17,Skårby Station 452,"Kareby, Kungälvs kommun",122,2,2963.0,3500000
1174,2015-11-09,Bergliden 20,"Aröd, Kungälvs kommun",101,3,1322.0,2210000
1175,2015-11-08,Plogvägen 184,"Kungälv Ullstorp, Kungälvs kommun",122,5,363.0,4410000
1176,2015-11-03,Hällristningsgatan 8,"Ytterby, Kungälvs kommun",122,5,262.0,3500000
1177,2015-11-02,Jörlandavägen 3,"Kode, Kungälvs kommun",163,5,1165.0,2325000
1178,2015-11-02,Häljeröd 320,"Romelanda, Kungälvs kommun",168,5,5814.0,3950000
1179,2015-10-30,Rådmansgatan 13,"Centrum, Kungälvs kommun",184,5,636.0,4900000
1180,2015-10-30,Lundby 180,"Kareby, Kungälvs kommun",263,7,1518.0,3400000
1181,2015-10-30,Vedhallsvägen 8,"Kärna, Kungälvs kommun",188,6,1864.0,2250000
1182,2015-10-23,Guddeby 250,"Ytterby, Kungälvs kommun",174,8,1733.0,4000000
1183,2015-10-23,Kareby Kyrkväg 340,"Kareby, Kungälvs kommun",183,5,1010.0,2950000
1184,2015-10-22,Stora Ryr 280,"Bohuslän, Kungälvs kommun",111,3,2254.0,1950000
1185,2015-10-20,Fontinvägen 22,"Kungälv - Centrum, Kungälvs kommun",270,8,1034.0,5900000
1186,2015-10-19,Gamla Trollhättevägen 22,"Kungälv, Kungälvs kommun",125,2,1246.0,2000000
1187,2015-10-18,Settungsvägen 36,"Kungälv Ullstorp, Kungälvs kommun",160,6,362.0,4800000
1188,2015-10-16,Bergåsvägen 21,"Ytterby Tunge, Kungälvs kommun",200,6,972.0,3570000
1189,2015-10-14,Kämpegatan 5,"Kungälv Centralt, Kungälvs kommun",212,6,842.0,3850000
1190,2015-10-14,Häljeröd 330,"Kungälv, Kungälvs kommun",150,6,6686.0,4055500
1191,2015-10-14,Mjölnarvägen 14,"Romelanda, Kungälvs kommun",209,5,820.0,3200000
1192,2015-10-13,Hjälmgatan 9,"Ytterby, Kungälvs kommun",102,3,467.0,3225000
1193,2015-10-12,Rävo 130,"Hålta, Kungälvs kommun",228,5,5500.0,4350000
1194,2015-10-08,Veneröd 540,"Hålta, Kungälvs kommun",250,7,1982.0,4065000
1195,2015-10-08,Ulvesund 110,"Ytterby, Kungälvs kommun",203,4,3024.0,3200000
1196,2015-10-07,Helgonagatan 50,"Munkegärde, Kungälvs kommun",117,4,1675.0,2416667
1197,2015-10-07,Bärnstensvägen 11,"Kode, Kungälvs kommun",173,6,1005.0,3195000
1198,2015-09-28,Rosenstensvägen 11,"Kode, Kungälvs kommun",155,5,562.0,3350000
1199,2015-09-26,Gårdskiftegatan 13,"Ytterby - Tega, Kungälvs kommun",140,5,1034.0,3995000
1200,2015-09-26,Storskiftegatan 96,"Ytterby Tega Kungälv, Kungälvs kommun",140,5,810.0,4050000
1201,2015-09-24,Ingetorp 130,"Kode, Kungälvs kommun",180,5,1874.0,3050000
1202,2015-09-22,Solvagnsgatan 42,"Ytterby - Stället, Kungälvs kommun",150,5,401.0,4325000
1203,2015-09-21,Settungsvägen 42,"Ullstorp, Kungälvs kommun",149,7,620.0,4900000
1204,2015-09-17,Häljeröd 250,"Romelanda, Kungälvs kommun",108,6,7088.0,2995000
1205,2015-09-17,Tofta 330,"Tofta, Kungälvs kommun",110,5,2927.0,6700000
1206,2015-09-16,Stämmdalen 120,"Lycke, Kungälvs kommun",162,5,1104.0,1895000
1207,2015-09-13,Lökebergsvägen 27,"Kungälv Lökeberg, Kungälvs kommun",165,5,1198.0,3840000
1208,2015-09-11,Brunnefjäll 180,"Kärna Vedhall, Kungälvs kommun",203,5,1887.0,3470000
1209,2015-09-10,Häljeröd 270,"Romelanda - Diseröd, Kungälvs kommun",199,6,3100.0,2495000
1210,2015-09-10,Buderöd 160,"Kode, Kungälvs kommun",202,5,22600.0,4075000
1211,2015-09-09,Tegskiftegatan 48,"Ytterby Tega Kungälv, Kungälvs kommun",259,9,1083.0,4950000
1212,2015-09-03,Broberg 130,"Bohuslän, Kungälvs kommun",167,6,2400.0,3425000
1213,2015-09-02,Sköldgatan 4,"Ytterby, Kungälvs kommun",103,3,399.0,3075000
1214,2015-08-31,Korpedalsvägen 10,"Aröd, Kungälvs kommun",78,3,1099.0,1850000
1215,2015-08-31,Käckås 110,"Ytterby, Kungälvs kommun",185,5,11226.0,4400000
1216,2015-08-28,Diserödsvägen 7,"Kungälv Romelanda Diseröd, Kungälvs kommun",179,5,737.0,2830000
1217,2015-08-26,Västra Strandgatan 17,"Kungälv - Centrum, Kungälvs kommun",210,5,690.0,3575000
1218,2015-08-13,Lövön 410,"Lövön - Kungälv/Marstrand, Kungälvs kommun",93,3,2467.0,3050000
1219,2015-07-30,Toftebergsvägen 2,"Tjuvkil, Kungälvs kommun",88,4,1085.0,1550000
1220,2015-07-24,Truskärsvägen 7,"Tjuvkil, Kungälvs kommun",264,6,3390.0,4350000
1221,2015-07-10,Lundby 450,"Kungälv - Kareby, Kungälvs kommun",267,5,2522.0,3525000
1222,2015-07-09,Solskiftegatan 63,"Övre Tega - Ytterby, Kungälvs kommun",202,6,810.0,4300000
1223,2020-09-08,Stora Ryr 110,"Lycke, Kungälvs kommun",192,7,1434.0,3795000
1224,2020-09-08,Kungälvsvägen 64,"Centralt, Kungälvs kommun",195,5,853.0,5350000
1225,2020-09-05,Bremnäs 190,"Lycke, Kungälvs kommun",120,91,1559.0,2700000
1226,2020-09-05,Prejelvägen 117,"Ullstorp, Kungälvs kommun",137,5,596.0,5560000
1227,2020-09-04,Lievägen 234,"Kungälv, Kungälvs kommun",106,4,319.0,4850000
1228,2020-09-03,Situlagatan 4,"Stället, Kungälvs kommun",138,5,636.0,6040000
1229,2020-09-03,Djupuddsvägen 2,"Marstrand - Instön, Kungälvs kommun",135,5,1268.0,5100000
1230,2020-09-03,Hallbjörtorp 410,"Kärna, Kungälvs kommun",172,6,1884.0,5050000
1231,2020-09-01,Tvetgatan 223,"Tveten, Kungälvs kommun",130,5,138.0,3375000
1232,2020-08-30,Grönviksvägen 22,"Kärna / Sundhammar, Kungälvs kommun",200,4,1741.0,6800000
1233,2020-08-28,Kungälvsvägen 37,"Grinden, Kungälvs kommun",89,4,227.0,3981000
1234,2020-08-27,Marielundsvägen 11,"Koön, Kungälvs kommun",166,6,1074.0,6145000
1235,2020-08-27,Harkvägen 347,"Ullstorp, Kungälvs kommun",126,4,,4500000
1236,2020-08-23,Romelandavägen 110,"Centralt, Kungälvs kommun",162,4,701.0,3700000
1237,2020-08-21,Kareby kyrkväg 258,"Kareby, Kungälvs kommun",106,4,617.0,3300000
1238,2020-08-21,Gråstensvägen 14,"Kode, Kungälvs kommun",190,5,1424.0,3550000
1239,2020-08-21,Klövergången 7,"Centralt, Kungälvs kommun",125,4,401.0,4300000
1240,2020-08-20,Stora Risby 540,"Bohuslän, Kungälvs kommun",47,3,902.0,2725000
1241,2020-08-20,Rävo 120,"Hålta, Kungälvs kommun",160,5,1819.0,2300000
1242,2020-08-17,Rådmansgatan 21,"Kungälv - Centrum, Kungälvs kommun",194,5,964.0,6530000
1243,2020-08-13,Ametistvägen 12,"Kode, Kungälvs kommun",107,5,918.0,4250000
1244,2020-08-13,Lingonvägen 11,"Centralt, Kungälvs kommun",147,4,742.0,5700000
1245,2020-08-12,Munkegärdegatan 313,"Munkegärde, Kungälvs kommun",155,5,309.0,4800000
1246,2020-08-12,Norrmannebo 440,"Romelanda, Kungälvs kommun",160,5,2036.0,3550000
1247,2020-08-12,Rostock 170,"Romelanda, Kungälvs kommun",172,4,1544.0,3500000
1248,2020-08-10,Hallbjörtorp 350,"Kärna, Kungälvs kommun",170,7,80081.0,5100000
1249,2020-08-10,Harkvägen 337,"Ullstorp, Kungälvs kommun",131,5,,5410000
1250,2020-08-05,Mjölnarvägen 3,"Diseröd, Kungälvs kommun",137,5,534.0,3830000
1251,2020-08-04,Bredsten 300,"Bredsten, Kungälvs kommun",137,5,1889.0,4100000
1252,2020-08-04,Stinneröd 130,"Romelanda, Kungälvs kommun",187,6,1468.0,4150000
1253,2020-08-03,Spaghamnsvägen 10,"Tjuvkil nära Marstrand, Kungälvs kommun",185,5,1280.0,12500000
1254,2020-07-31,Storskiftegatan 13,"Tega, Kungälvs kommun",130,5,145.0,3800000
1255,2020-07-30,Hålta Annex 110,"Hålta, Kungälvs kommun",225,8,42350.0,7250000
1256,2020-07-28,Lid 170,"Diseröd, Kungälvs kommun",137,4,6235.0,2460000
1257,2020-07-27,Knaverstad-Ryr 450,"Kode, Kungälvs kommun",78,3,885.0,3500000
1258,2020-07-25,Bergsgatan 10,"Marstrand Koön, Kungälvs kommun",275,6,896.0,6900000
1259,2020-07-24,Bråta 140,"Romelanda, Kungälvs kommun",40,3,2165.0,1475000
1260,2020-07-23,Grokareby 210,"Kareby, Kungälvs kommun",70,4,4713.0,1250000
1261,2020-07-22,Hallebäcksvägen 13,"Timmervik, Kungälvs kommun",163,5,3636.0,4875000
1262,2020-07-21,Gamla Kungälvsvägen 9B,"Kungälv - Centralt, Kungälvs kommun",194,6,1061.0,7300000
1263,2020-07-21,Diamantvägen 52,"Kode, Kungälvs kommun",156,5,557.0,4750000
1264,2020-07-21,Ametistvägen 4,"Kode, Kungälvs kommun",193,5,866.0,4400000
1265,2020-07-14,Bollestad 310,"Bollestad, Kungälvs kommun",140,6,6876.0,4150000
1266,2020-07-10,Holm 310,"Kungälv - Kärna, Kungälvs kommun",102,3,2077.0,2970000
1267,2020-07-10,Skårshöjd 9,"Kärna, Kungälvs kommun",112,4,988.0,4500000
1268,2020-07-09,Bärtas väg 8,"Kode, Kungälvs kommun",57,3,1503.0,3100000
1269,2020-07-09,Myrebackavägen 305,"Kareby, Kungälvs kommun",166,6,1504.0,4630000
1270,2020-07-03,Gråstensvägen 16,"Kode, Kungälvs kommun",97,4,1381.0,3650000
1271,2020-07-02,Knaverstad-Ryr 580,"Aröd, Kungälvs kommun",162,6,1012.0,3650000
1272,2020-07-01,Pölen 120,"Kungälv - Hålta, Kungälvs kommun",213,5,812.0,4800000
1273,2023-06-18,Gunneröd 506,"Kärna, Kungälvs kommun",138,6,1215.0,4930000
1274,2023-06-18,Oxelvägen 96,"Diseröd, Kungälvs kommun",139,5,390.0,4200000
1275,2023-06-16,Solberg 420,"Romelanda, Kungälvs kommun",155,3,2968.0,2350000
1276,2023-06-15,Kovikshamn 160,"Kovikshamn, Kungälvs kommun",132,4,1400.0,4300000
1277,2023-06-14,Blankas gata 3,"Kungälv - Centralt, Kungälvs kommun",282,7,980.0,6350000
1278,2023-06-14,Ljungvägen 20,"Kode, Kungälvs kommun",34,2,304.0,2370000
1279,2023-06-14,Rubinvägen 27,"Kode, Kungälvs kommun",195,6,991.0,3500000
1280,2023-06-08,Ulvesund 419,"Kungälv - Ulvesund, Kungälvs kommun",65,2,688.0,3000000
1281,2023-06-08,Erslycke 140,"Lycke, Kungälvs kommun",186,5,1820.0,5700000
1282,2023-06-03,Önneröd 145,"Kärna, Kungälvs kommun",110,4,1030.0,4675000
1283,2023-06-02,Ställets bygata 156,"Ytterby, Kungälvs kommun",146,7,742.0,6495000
1284,2023-06-01,Hallebäcksvägen 24,"Timmervik, Kungälvs kommun",105,4,1337.0,5250000
1285,2023-06-01,Bergkristallvägen 8,"Kode, Kungälvs kommun",135,4,518.0,4795000
1286,2023-06-01,Hammarhöjden 670,"Bohuslän, Kungälvs kommun",100,47,1090.0,3200000
1287,2023-06-01,Sålådevägen 554,"Ullstorp, Kungälvs kommun",173,6,800.0,8600000
1288,2023-05-31,Hjälmgatan 7,"Ytterby, Kungälvs kommun",96,3,463.0,4000000
1289,2023-05-31,Strömgatan 9,"Ytterby, Kungälvs kommun",127,5,890.0,6295000
1290,2023-05-25,Krappvägen 570,"Ullstorp, Kungälvs kommun",255,8,788.0,9500000
1291,2023-05-19,Norrmannebo 650,"Bohuslän, Kungälvs kommun",193,6,20500.0,5800000
1292,2023-05-18,Ängsgatan  23,"Centralt, Kungälvs kommun",178,5,743.0,4625000
1293,2023-05-18,Stenåldersgatan 14,"Stället, Kungälvs kommun",107,5,452.0,5050000
1294,2023-05-17,Spaghamnsvägen 7,"Tjuvkil, Kungälvs kommun",110,5,1664.0,5000000
1295,2023-05-17,Östergårdsgatan 3,"Ytterby, Kungälvs kommun",277,7,1020.0,4860000
1296,2023-05-16,Romelanda nedergård 160,"Romelanda, Kungälvs kommun",139,5,1196.0,2625000
1297,2023-05-15,Toreby 240,"Kärna, Kungälvs kommun",178,5,1245.0,3405000
1298,2023-05-12,Murhammarvägen 12,"Kungälv - Kareby, Kungälvs kommun",191,6,700.0,5200000
1299,2023-05-08,Kämpegatan 4,"Kungälv Centrum, Kungälvs kommun",171,5,1160.0,5000000
1300,2023-05-07,Vesslegatan 14,"Olseröd, Kungälvs kommun",176,5,349.0,5550000
1301,2023-05-04,Bastubäcksvägen 26,"Kode, Kungälvs kommun",80,4,1199.0,1775000
1302,2023-05-02,Karantänsgatan 9,"Kungälv Centrum, Kungälvs kommun",130,6,659.0,4500000
1303,2023-04-30,Vävra 297,"Hålta, Kungälvs kommun",216,5,1587.0,5300000
1304,2023-04-29,Lerskärsvägen 8,"Tjuvkil, Kungälvs kommun",134,4,1458.0,4500000
1305,2023-04-26,Brunnefjällsvägen 21,"Kärna, Kungälvs kommun",95,3,1741.0,3500000
1306,2023-04-26,Klockarvägen 7,"Kungälv - Romelanda, Kungälvs kommun",162,6,706.0,4050000
1307,2023-04-25,Sålådevägen 546,"Kungälv - Ullstorp, Kungälvs kommun",164,5,804.0,6700000
1308,2023-04-21,Östra Trädal 320,"Ytterby, Kungälvs kommun",180,6,8185.0,7495000
1309,2023-04-20,Lundby 565,"Kareby, Kungälvs kommun",101,3,1935.0,4390000
1310,2023-04-18,Kuskalundsvägen 39,"Kungälv - Hålta, Kungälvs kommun",83,3,1745.0,2600000
1311,2023-04-18,Häradsvägen 6,"Ytterby, Kungälvs kommun",137,7,468.0,4250000
1312,2023-04-18,Kareby kyrkväg 149,"Kareby, Kungälvs kommun",137,5,1951.0,4300000
1313,2023-04-15,Kuskalundsvägen 32,"Hålta, Kungälvs kommun",79,3,1494.0,3050000
1314,2023-04-15,Munkegärdegatan 243,"Munkegärde/Ulvegärde, Kungälvs kommun",133,6,817.0,5150000
1315,2023-04-14,Backsippegatan 5,"Ytterby, Kungälvs kommun",115,5,598.0,4200000
1316,2023-04-10,Stora Risby 550,"Hålta, Kungälvs kommun",186,3,1640.0,3850000
1317,2023-04-03,Västra gatan 28,"Kungälv - Centralt, Kungälvs kommun",187,6,600.0,5250000
1318,2023-03-30,Östergårdsgatan 23,"Ytterby, Kungälvs kommun",228,6,840.0,5225000
1319,2023-03-27,Hermansby 165,"Kärna, Kungälvs kommun",134,4,2005.0,4900000
1320,2023-03-24,Lefstad 155,"Kärna, Kungälvs kommun",145,6,1545.0,5700000
1321,2023-03-24,Kullegatan 12,"Centrum, Kungälvs kommun",353,7,660.0,6600000
1322,2023-03-23,Bräcke 105,"Kungälv - Kärna, Kungälvs kommun",204,6,1906.0,5295000
1323,2014-06-16,Vävra 540,"Bohuslän, Kungälvs kommun",53,3,1863.0,2210000
1324,2014-06-15,Krokens Väg 18,"Tjuvkil, Kungälvs kommun",70,4,1530.0,2650000
1325,2014-06-11,Kristinedalsgatan 6,"Centralt, Kungälvs kommun",244,6,802.0,4250000
1326,2014-05-31,Illekärr 170,"Kungälv - Romelanda, Kungälvs kommun",232,6,6070.0,2720000
1327,2014-05-27,Lagvägen 53,"Kungälv - Ytterby, Kungälvs kommun",208,6,779.0,2950000
1328,2014-05-27,Snäckvägen 9,"Ödsmålsmosse, Kungälvs kommun",76,3,1562.0,2100000
1329,2014-05-22,Matskärsvägen 102,"Tjuvkil, Kungälvs kommun",71,3,1433.0,4550000
1330,2014-05-22,Skårby Station 150,"Kareby, Kungälvs kommun",147,4,3446.0,2020000
1331,2014-05-20,Solberga 510,"Solberga - Kode, Kungälvs kommun",156,5,1517.0,2215000
1332,2014-05-17,Löstorp 130,"Kareby, Kungälvs kommun",178,6,4580.0,4200000
1333,2014-05-14,Torsby 130,"Kärna, Kungälvs kommun",95,4,2538.0,2360000
1334,2014-05-10,Åsleröd 110,"Ytterby, Kungälvs kommun",114,3,975.0,1470000
1335,2014-05-08,Tingsvägen 3,"Ytterby, Kungälvs kommun",143,6,723.0,2570000
1336,2014-05-02,Bremnäs 390,"Lycke, Kärna, Kungälvs kommun",98,3,2770.0,2850000
1337,2014-04-30,Ulvesund 412,"Ytterby-Ulvesund, Kungälvs kommun",106,4,806.0,2800000
1338,2014-04-29,Lundby 340,"Kareby, Kungälvs kommun",147,6,1648.0,3200000
1339,2014-04-29,Rådalsvägen 7,"Aröd, Kungälvs kommun",91,5,1500.0,2500000
1340,2014-04-26,Västerhöjdsvägen 26,"Kärna, Kungälvs kommun",103,5,250.0,2900000
1341,2014-04-22,Parken 110,"Solberga Kode, Kungälvs kommun",257,5,4160.0,3950000
1342,2014-04-18,Västra Brattön,"Brattön, Kungälvs kommun",70,4,1377.0,4900000
1343,2014-04-16,Kämpegatan 7,"Centralt, Kungälvs kommun",224,6,899.0,3125000
1344,2014-04-15,Skäggstorp 160,"Kode, Kungälvs kommun",28,2,1257.0,600000
1345,2014-04-12,Grokareby 110,"Kareby, Kungälvs kommun",200,4,2367.0,2400000
1346,2014-04-06,Fågelstigen 44,"Kungälv, Kungälvs kommun",128,5,377.0,3275000
1347,2014-03-26,Heden 190,"Kärna - Harestad, Kungälvs kommun",119,4,2064.0,2482000
1348,2014-03-26,Mantalsgatan 9,"Ytterby, Kungälvs kommun",210,8,1105.0,3850000
1349,2014-03-25,Granndalen 5,"Lycke, Kungälvs kommun",91,4,1330.0,2095000
1350,2014-03-21,Lundby 390,"Kareby, Kungälvs kommun",180,115,5123.0,2595000
1351,2014-03-20,Vältvägen 509,"Ullstorp, Kungälvs kommun",115,4,319.0,3160000
1352,2014-03-18,Matskärsvägen 98b,"Tjuvkil, Kungälvs kommun",90,4,1012.0,3825000
1353,2014-03-13,Topasvägen 11,"Kode, Kungälvs kommun",198,6,742.0,2375000
1354,2014-03-12,Gunneröd 170,"Lycke, Kungälvs kommun",98,3,2301.0,2350000
1355,2014-03-11,Häljeröd 550,"Kode, Kungälvs kommun",170,4,3880.0,2530000
1356,2014-03-10,Duvesjön 312,"Duvesjön, Kungälvs kommun",119,5,1652.0,3100000
1357,2014-03-07,Lagvägen 31,"Ytterby, Kungälvs kommun",165,4,1330.0,2175000
1358,2014-03-05,Helgonagatan 192,"Munkegärde, Kungälvs kommun",114,5,191.0,2900000
1359,2014-03-04,Högalidsgatan 5,"Centralt, Kungälvs kommun",218,4,805.0,2820000
1360,2014-02-27,Solhultsgatan 17,"Centralt, Kungälvs kommun",204,8,481.0,2900000
1361,2014-02-20,Gunneröd 270,"Lycke, Kungälvs kommun",102,4,2646.0,1850000
1362,2014-02-13,Lönnvägen 3,"Enekullen, Kungälvs kommun",148,6,635.0,3100000
1363,2014-02-08,Ulvesund 410,"Ytterby-Ulvesund, Kungälvs kommun",102,5,795.0,2230000
1364,2014-02-03,Ulvebackegatan 12,"Ulvegärde, Kungälvs kommun",178,5,914.0,3625000
1365,2014-01-21,Gårdskiftegatan 16,"Ytterby, Kungälvs kommun",114,5,139.0,2083000
1366,2014-01-21,Fridhemsgatan 9,"Centralt, Kungälvs kommun",227,6,850.0,3525000
1367,2014-01-17,Bärnstensvägen 6,"Kode, Kungälvs kommun",185,4,1009.0,2275000
1368,2014-01-15,Prejelvägen 110,"Ullstorp, Kungälvs kommun",127,5,320.0,3230000
1369,2013-12-23,Ulvesund 464,"Ytterby-Ulvesund, Kungälvs kommun",63,2,743.0,1750000
1370,2013-12-16,Hällristningsgatan 15,"Stället, Kungälvs kommun",112,5,430.0,3300000
1371,2013-12-12,Väktaregatan 5,"Centralt, Kungälvs kommun",212,6,566.0,4850000
1372,2013-12-06,Solskiftegatan 9,"Tega, Kungälvs kommun",198,6,958.0,2850000
1373,2016-04-08,Gunneröd 320,"Lycke, Kungälvs kommun",145,5,1144.0,3150000
1374,2016-04-06,Gårdskiftegatan 64,"Ytterby, Kungälvs kommun",170,7,803.0,3200000
1375,2016-04-04,Lahälla 610,"Skåra, Kungälvs kommun",242,6,2098.0,5450000
1376,2016-03-29,Plogvägen 203,"Kungälv, Kungälvs kommun",131,5,295.0,4480000
1377,2016-03-24,Gamla Torget 10,"Centrum, Kungälvs kommun",113,4,134.0,3970000
1378,2016-03-24,Solskiftegatan 9,"Kungälv, Kungälvs kommun",198,6,958.0,3850000
1379,2016-03-23,Högsberg 325,"Kode, Kungälvs kommun",100,4,1662.0,3250000
1380,2016-03-22,Matskärsvägen 37,"Tjuvkil, Kungälvs kommun",131,5,1430.0,3530000
1381,2016-03-21,Flateby 490,"Harestad, Kungälvs kommun",232,7,1030.0,1995000
1382,2016-03-18,Knaverstad-Ryr 590,"Aröd, Kungälvs kommun",90,3,1007.0,2500000
1383,2016-03-17,Plogvägen 193,"Ullstorp, Kungälvs kommun",106,4,407.0,3925000
1384,2016-03-16,Näckrosvägen 7,"Kärna, Kungälvs kommun",223,6,1553.0,4220000
1385,2016-03-11,Sköldgatan 3,"Ytterby - Stället, Kungälvs kommun",136,4,443.0,4150000
1386,2016-03-09,Duvesjön 368,"Romelanda, Kungälvs kommun",152,5,1132.0,3225000
1387,2016-03-08,Stora Ryr 340,"Kärna, Kungälvs kommun",156,5,952.0,2900000
1388,2016-03-04,Björkliden 18,"Aröd, Kungälvs kommun",120,3,1050.0,2470000
1389,2016-03-02,Kärnavägen 27,"Kärna, Kungälvs kommun",180,6,862.0,3730000
1390,2016-02-29,Dotorp 470,"Kärna, Kungälvs kommun",180,6,19948.0,1580000
1391,2016-02-24,Marias Väg 18,"Aröd, Kungälvs kommun",73,3,1498.0,2000000
1392,2016-02-24,Stenhålt 125,"Romelanda, Kungälvs kommun",195,6,5000.0,3275000
1393,2016-02-24,Hasselvägen 7,"Romelanda, Kungälvs kommun",182,7,977.0,3410000
1394,2016-02-23,Skårsäng 2,"Kärna, Kungälvs kommun",114,5,,3195000
1395,2016-02-20,Tegskiftegatan 46,"Tega, Kungälvs kommun",231,8,865.0,4100000
1396,2016-02-19,Skårby Mosse 895,"Kareby, Kungälvs kommun",156,5,1583.0,3500000
1397,2016-02-17,Duvesjön 317,"Romelanda, Kungälvs kommun",103,5,1084.0,3150000
1398,2016-02-15,Staby 340,"Kärna, Kungälvs kommun",284,6,1207.0,4500000
1399,2016-02-11,Tulpanvägen 4,"Kärna, Kungälvs kommun",188,6,783.0,3500000
1400,2016-02-10,Östergårdsgatan 31,"Ytterby, Kungälvs kommun",208,6,809.0,3880000
1401,2016-02-09,Oskarsbergsgatan 20,"Ytterby, Kungälvs kommun",188,6,929.0,4020000
1402,2016-01-29,Byvägen 20,"Kode, Kungälvs kommun",89,4,1642.0,2600000
1403,2016-01-26,Reidarsgatan 5,"Komarken, Kungälvs kommun",176,6,686.0,2650000
1404,2016-01-24,Slånbärsvägen 9,"Kungälv - Centralt, Kungälvs kommun",140,4,855.0,5350000
1405,2016-01-22,Ulvesund 438,"Kungälv - Ytterby, Kungälvs kommun",90,5,760.0,3150000
1406,2016-01-19,Bredsten 416,"Ytterby, Kungälvs kommun",172,6,26920.0,6800000
1407,2016-01-18,Skårby Station 520,"Kareby, Kungälvs kommun",172,5,1060.0,2995000
1408,2016-01-18,Vena 170,"Vena - Ytterby, Kungälvs kommun",184,6,2650.0,3700000
1409,2016-01-16,Granndalen 2,"Lycke, Kungälvs kommun",114,4,1619.0,2175000
1410,2016-01-13,Hanekullen 205,"Kareby, Kungälvs kommun",180,2,1885.0,3900000
1411,2016-01-13,Smaragdvägen 30,"Kode, Kungälvs kommun",145,5,362.0,3430000
1412,2016-01-12,Hallbjörtorp 500,"Kärna, Kungälvs kommun",162,6,2752.0,4070000
1413,2016-01-10,Mantalsgatan 26,"Tega - Ytterby, Kungälvs kommun",207,7,1922.0,4570000
1414,2016-01-05,Skepparegatan 5,"Marstrand - Koön, Kungälvs kommun",209,9,474.0,8000000
1415,2015-12-22,Spadvägen 1,"Ullstorp, Kungälvs kommun",115,3,1236.0,2970000
1416,2015-12-08,Timmervik 140,"Bohuslän, Kungälvs kommun",225,7,1119.0,3695000
1417,2015-12-06,Häljeröd 490,"Bohuslän, Kungälvs kommun",305,9,4355.0,4975000
1418,2015-12-02,Näckrosvägen 7,"Kungälv, Kungälvs kommun",305,9,1300.0,1200000
1419,2015-11-26,Duvesjön 374,"Duvesjön, Kungälvs kommun",110,4,1000.0,3150000
1420,2015-11-26,Blåsippegatan 3,"Ytterby, Kungälvs kommun",182,6,579.0,4600000
1421,2015-11-23,Heavägen 13,"Lycke, Kungälvs kommun",121,4,970.0,3300000
1422,2015-11-17,Mossvägen 13,"Kungälv Lökeberg, Kungälvs kommun",106,4,1376.0,2600000
1423,2018-07-07,Bufferöd 150,"Kungälv - Hålta, Kungälvs kommun",260,6,1209.0,4550000
1424,2018-07-06,Bäckliden 6A,"Bohuslän, Kungälvs kommun",116,6,880.0,5710000
1425,2018-07-06,Dösebacka 310,"Romelanda, Kungälvs kommun",199,4,949.0,3450000
1426,2018-07-06,Tegskiftegatan 20,"Ytterby, Kungälvs kommun",204,6,969.0,4525000
1427,2018-07-01,Fjällsholmen 360,"KÄRNA, Kungälvs kommun",62,3,1780.0,3110000
1428,2018-06-30,Glöskär 640,"Bohuslän, Kungälvs kommun",72,3,3456.0,3800000
1429,2018-06-21,Skårby mosse 930,"Kareby, Kungälvs kommun",187,7,1299.0,3800000
1430,2018-06-21,Lundby 502,"Kareby, Kungälvs kommun",137,4,4214.0,4550000
1431,2018-06-15,Helgonagatan 50,"Munkegärde, Kungälvs kommun",117,4,2003.0,3890000
1432,2018-06-15,Heavägen 15,"Lycke, Kungälvs kommun",177,6,2041.0,5000000
1433,2018-06-15,Klåverön 460,"Marstrand, Kungälvs kommun",152,4,2303.0,4300000
1434,2018-06-14,Dannemarksgatan 42,"Ytterby, Kungälvs kommun",148,6,641.0,4800000
1435,2018-06-13,Dösebacka 630,"Diseröd, Kungälvs kommun",168,4,1407.0,2000000
1436,2018-06-13,Bergsgatan 2,"Marstrand - Koön, Kungälvs kommun",200,6,892.0,8600000
1437,2018-06-10,Flateby 120,"Kärna, Kungälvs kommun",167,6,2039.0,3150000
1438,2018-06-08,Väktaregatan 9,"Bohuslän, Kungälvs kommun",249,8,538.0,5300000
1439,2018-06-07,Lundby 220,"Kareby, Kungälvs kommun",191,5,1943.0,4650000
1440,2018-06-06,Bremnäs 450,"Lycke, Kungälvs kommun",52,2,1616.0,2400000
1441,2018-06-05,Skrivarevägen 6,"Tunge, Kungälvs kommun",104,4,162.0,3400000
1442,2018-06-04,Gunneröd 130,"Lycke, Kungälvs kommun",47,2,1333.0,1700000
1443,2018-06-03,Bastövägen 12,"Kärna, Kungälvs kommun",160,6,1024.0,4200000
1444,2018-06-02,Kuskalundsvägen 39,"Bohuslän, Kungälvs kommun",72,3,1745.0,2270000
1445,2018-06-02,Korpedalsvägen 3,"Aröd, Kungälvs kommun",200,5,993.0,3720000
1446,2018-06-01,Nämndemansvägen 13,"Ytterby, Kungälvs kommun",141,7,939.0,4700000
