,date_of_sale,address,location,livingarea,rooms,plotarea,closingprice
1726,2022-09-27,Bergsvägen 28,"Ödsmålsmosse, Kungälvs kommun",65,3,1631.0,3075000
1727,2022-09-24,Korpvägen 263,"Ullstorp, Kungälvs kommun",176,6,387.0,6500000
1728,2022-09-22,Hemvägen 48,"Diseröd, Kungälvs kommun",195,5,696.0,3650000
1729,2022-09-19,Häljeröd 640,"Kode, Kungälvs kommun",211,8,47500.0,7750000
1730,2022-09-17,Stenåldersgatan 55,"Ytterby, Kungälvs kommun",135,5,395.0,5200000
1731,2022-09-12,Annas väg 28,"Kovikshamn/Sundhammar, Kungälvs kommun",101,3,1118.0,4150000
1732,2022-09-11,Krokebäcksvägen 95,"Kareby, Kungälvs kommun",123,5,259.0,5100000
1733,2022-09-10,Björröd 260,"Bohuslän, Kungälvs kommun",145,4,4156.0,3300000
1734,2022-09-09,Vävra 105,"Hålta, Kungälvs kommun",111,2,1943.0,2550000
1735,2022-09-08,Högsberg 355,"Kode, Kungälvs kommun",94,4,1797.0,4050000
1736,2022-09-08,Rådjursgatan 8,"Bohuslän, Kungälvs kommun",85,3,,3195000
1737,2022-09-06,Barlinds väg 38,"Instön, Kungälvs kommun",100,4,1290.0,8500000
1738,2022-09-04,Skålgropsgatan 28,"Ytterby, Kungälvs kommun",122,4,349.0,5050000
1739,2022-09-01,Tjärnstigen 10,"Lökeberg, Kungälvs kommun",103,5,1113.0,3800000
1740,2022-09-01,Grepvägen 385,"Ullstorp, Kungälvs kommun",150,5,388.0,5710000
1741,2022-09-01,Lerskärsvägen 13B,"Tjuvkil, Kungälvs kommun",128,4,1259.0,5200000
1742,2022-08-31,Kyrkeby 302,"Harestad, Kungälvs kommun",126,6,1097.0,4900000
1743,2022-08-31,Tvetgatan 143,"Tveten, Kungälvs kommun",125,5,186.0,4200000
1744,2022-08-29,Grandalen 230,"Romelanda, Kungälvs kommun",138,6,1718.0,4200000
1745,2022-08-29,Hammarhöjden 700,"Kode, Kungälvs kommun",75,4,1123.0,1650000
1746,2022-08-27,Holm 241,"Kärna, Kungälvs kommun",75,4,1207.0,5100000
1747,2022-08-27,Torsby 270,"Kärna, Kungälvs kommun",335,8,1915.0,5735000
1748,2022-08-26,Lerskärsvägen 52,"Tjuvkil, Kungälvs kommun",155,4,1385.0,5520000
1749,2022-08-24,Korsgatan 3,"Marstrand, Kungälvs kommun",146,4,494.0,9200000
1750,2022-08-21,Blekeliden 6,"Västra Gatan, Kungälvs kommun",208,5,629.0,7300000
1751,2022-08-19,Rörtången 273,"Rörtången/ödsmålsmosse, Kungälvs kommun",65,2,,4100000
1752,2022-08-12,Råckeröd 180,"Kärna, Kungälvs kommun",90,4,3183.0,2050000
1753,2022-08-11,Krokebäcksvägen 85,"Kareby, Kungälvs kommun",123,5,226.0,5100000
1754,2022-08-04,Guddeby 210,"Ytterby, Kungälvs kommun",240,7,3512.0,4600000
1755,2022-08-04,Hallbjörtorp 330,"Kärna, Kungälvs kommun",99,4,2733.0,2600000
1756,2022-07-20,Glöskär 875,"Kärna, Kungälvs kommun",115,5,1615.0,6775000
1757,2022-07-18,Stora Risby 400,"Hålta, Kungälvs kommun",142,6,1078.0,4500000
1758,2022-07-15,Hemmansgatan 7,"Ytterby, Kungälvs kommun",197,6,875.0,5100000
1759,2022-07-15,Hemvägen 7,"Romelanda, Kungälvs kommun",138,5,437.0,3750000
1760,2022-07-13,Ulvesund 296,"Ytterby, Kungälvs kommun",169,5,2567.0,8800000
1761,2022-07-10,Torsby 250,"Kärna, Kungälvs kommun",230,7,1810.0,6525000
1762,2022-07-09,Åkerhög 340,"Kärna, Kungälvs kommun",45,3,1527.0,2500000
1763,2022-07-05,Rondan 13,"Kungälv - Ödsmålsmosse, Kungälvs kommun",157,5,1380.0,4650000
1764,2022-07-03,Blåsippegatan 12,"Kungälv - Ytterby, Kungälvs kommun",115,5,569.0,3850000
1765,2022-06-28,Bergsvägen 4,"Ödsmålsmosse, Kungälvs kommun",103,2,783.0,3995000
1766,2022-06-28,Veneröd 439,"Hålta, Kungälvs kommun",118,3,8133.0,3680000
1767,2022-06-27,Lefstadvägen 31,"Kärna, Kungälvs kommun",130,5,881.0,5050000
1768,2022-06-27,Silvergnejsvägen 18,"Kungälv - Gullbringa, Kungälvs kommun",179,5,2120.0,5800000
1769,2022-06-27,Östra gatan 9,"Gamla Kungälv, Kungälvs kommun",406,10,852.0,10500000
1770,2022-06-25,Apelvägen 10,"Diseröd, Kungälvs kommun",104,4,486.0,3275000
1771,2022-06-23,Dösebacka 110,"Romelanda, Kungälvs kommun",223,6,5634.0,5780000
1772,2022-06-22,Lerskärsvägen 18,"Tjuvkil, Kungälvs kommun",130,5,1216.0,3995000
1773,2017-08-24,Åseby Österväg 9,"Åsebyberg, Kungälvs kommun",200,6,1288.0,4650000
1774,2017-08-24,Sköldgatan 9,"YTTERBY, Kungälvs kommun",164,4,490.0,5250000
1775,2017-08-23,Klåverön 580,"Marstrand, Kungälvs kommun",120,5,21929.0,21000000
1776,2017-08-23,Honeröd 280,"Bohuslän, Kungälvs kommun",120,4,10004.0,3750000
1777,2017-08-23,Stora Risby 530,"Hålta, Kungälvs kommun",115,4,925.0,2900000
1778,2017-08-23,Akvamarinvägen 7,"Kode, Kungälvs kommun",112,5,779.0,3130000
1779,2017-08-22,Heavägen 21,"Lycke, Kungälvs kommun",180,5,2355.0,3775000
1780,2017-08-21,Skårby mosse 860,"Kareby, Kungälvs kommun",164,6,2621.0,3525000
1781,2017-08-18,Husfrejagatan 7,"Iskällan, Kungälvs kommun",275,8,984.0,7150000
1782,2017-08-16,Ljungvägen 20,"Ödsmålsmosse vid Rörtången, Kungälvs kommun",34,2,650.0,925000
1783,2017-08-15,Staby (770),"Kärna, Kungälvs kommun",117,5,1000.0,3990000
1784,2017-08-09,Bergsgatan 7,"Marstrand, Kungälvs kommun",332,7,729.0,10500000
1785,2017-08-08,Smugglaregatan 14,"Marstrandsön, Kungälvs kommun",224,6,744.0,16000000
1786,2017-08-04,Hallbjörtorp 370,"Kungälv - Kärna, Kungälvs kommun",60,2,1535.0,2425000
1787,2017-08-02,Tullaregatan 5,"Marstrandsön, Kungälvs kommun",190,6,371.0,13200000
1788,2017-07-29,Stadsängsvägen 4,"Marstrand-Instön, Kungälvs kommun",72,3,1489.0,4150000
1789,2017-07-25,Länsmansvägen 8,"Ytterby, Kungälvs kommun",248,4,1369.0,6250000
1790,2017-07-18,Fontinvägen 20,"Kungälv - Centrum, Kungälvs kommun",270,5,1034.0,6100000
1791,2017-07-17,Enekullsvägen 54B,"Ytterby - Enekullen, Kungälvs kommun",176,6,930.0,4600000
1792,2017-07-17,Olsåker 110,"Kareby, Kungälvs kommun",199,8,16226.0,5200000
1793,2017-07-12,Prejelvägen 102,"Ullstorp, Kungälvs kommun",128,5,304.0,4800000
1794,2017-07-11,Ulvesund 427,"KUNGÄLV - Ulvesund, Kungälvs kommun",110,5,939.0,3850000
1795,2017-07-11,Sävstigen 2,"Centralt, Kungälvs kommun",122,5,534.0,3800000
1796,2017-07-08,Solberg 455,"Romelanda, Kungälvs kommun",122,5,,2000000
1797,2017-07-08,Solberg 460,"Romelanda, Kungälvs kommun",122,5,,3000000
1798,2017-07-07,Nedre Knaverstad 280,"Aröd, Kungälvs kommun",114,4,2105.0,3300000
1799,2017-07-05,Oxelvägen 84,"Diseröd, Kungälvs kommun",139,5,433.0,4200000
1800,2017-06-28,Hammarberg 840,"Kode, Kungälvs kommun",67,3,1893.0,1950000
1801,2017-06-22,Röd 140,"Kareby, Kungälvs kommun",150,4,2052.0,3730000
1802,2017-06-21,Djupuddsvägen 6,"Marstrand-Instön, Kungälvs kommun",208,5,2346.0,4800000
1803,2017-06-16,Jakobsvägen 25,"Aröd, Kungälvs kommun",100,4,1454.0,4150000
1804,2017-06-15,Ripstigen 5,"Centrum, Kungälvs kommun",128,4,362.0,3850000
1805,2017-06-15,Klåverön 290,"Marstrand, Kungälvs kommun",70,3,986.0,5700000
1806,2017-06-14,Häradsvägen 18,"Ytterby, Kungälvs kommun",138,5,342.0,4500000
1807,2017-06-14,Ulvedalsgatan 10,"Ulvegärde, Kungälvs kommun",157,5,1031.0,4630000
1808,2017-06-14,Hällristningsgatan 15,"YTTERBY, Kungälvs kommun",112,5,430.0,5185000
1809,2017-06-09,Grindbacken 20,"Grinden, Kungälvs kommun",192,7,903.0,6075000
1810,2017-06-08,Åsebyberg 925,"Kungälvs kommun, Kungälvs kommun",234,6,2837.0,4750000
1811,2017-06-08,Mossvägen 41,"Lökeberg, Kungälvs kommun",46,2,1413.0,2160000
1812,2017-06-04,Ulvesund 405,"Ytterby - Ulvesund, Kungälvs kommun",72,3,681.0,2750000
1813,2017-06-03,Lökebergsvägen 61,"Marstrand, Kungälvs kommun",190,6,22000.0,12000000
1814,2017-06-02,Staby 760,"Kärna, Kungälvs kommun",300,10,6203.0,5500000
1815,2017-06-02,Saltskärsvägen 6,"Tjuvkil, Kungälvs kommun",46,3,1474.0,2150000
1816,2017-06-02,Hallebäcksvägen 31,"Aröd/Timmervik, Kungälvs kommun",93,3,1470.0,2250000
1817,2017-06-02,Klövergången 10,"KUNGÄLV, Kungälvs kommun",130,4,407.0,3700000
1818,2017-06-01,Grindenvägen 27,"Grinden, Kungälvs kommun",230,7,925.0,5205000
1819,2017-06-01,Duvesjön 465,"Romelanda-Duvesjön, Kungälvs kommun",40,2,1586.0,1150000
1820,2017-05-31,Enskiftegatan 10,"Ytterby, Kungälvs kommun",179,6,768.0,4850000
1821,2017-05-29,Duvesjön 212,"Duvesjön, Kungälvs kommun",49,2,1442.0,1750000
1822,2017-05-28,Rishammar 250,"Kareby, Kungälvs kommun",194,6,1215.0,3750000
1823,2021-10-26,Olserödsgatan 16,"Olseröd, Kungälvs kommun",118,5,238.0,4300000
1824,2021-10-20,Lundby 330,"Kungälv - Kareby, Kungälvs kommun",156,4,1870.0,4175000
1825,2021-10-20,Tega 190,"Ytterby, Kungälvs kommun",352,9,1154.0,4500000
1826,2021-10-19,Prästvägen 721,"Diseröd, Kungälvs kommun",270,7,1096.0,5900000
1827,2021-10-14,Guntorpsvägen 12,"Kode, Kungälvs kommun",209,8,1039.0,4130000
1828,2021-10-13,Vetegången 15,"Centrum, Kungälvs kommun",124,4,403.0,4800000
1829,2021-10-12,Vävra 470,"Hålta, Kungälvs kommun",170,5,3244.0,3750000
1830,2021-10-06,Källeröd 140,"Kareby, Kungälvs kommun",246,7,1769.0,6000000
1831,2021-10-06,Lingonvägen 24,"Munkegärde, Kungälvs kommun",142,6,334.0,5650000
1832,2021-10-06,Rishammarvägen 14,"Kareby, Kungälvs kommun",252,5,795.0,6500000
1833,2021-10-01,Tyftervägen 30,"Diseröd, Kungälvs kommun",101,6,1683.0,2700000
1834,2021-10-01,Västra Strandgatan 1,"Kungälv - Centrum, Kungälvs kommun",178,6,640.0,6175000
1835,2021-10-01,Bremnäs 520,"Lycke, Kungälvs kommun",44,3,3048.0,2675000
1836,2021-09-30,Halleravägen 2,"Kärna, Kungälvs kommun",83,4,1183.0,5561000
1837,2021-09-30,Prästvägen 395,"Kareby, Kungälvs kommun",212,6,4712.0,7200000
1838,2021-09-30,Holmängen 150,"Kärna, Kungälvs kommun",177,4,1276.0,5400000
1839,2021-09-29,Broberg 190,"Kungälv - Lycke, Kungälvs kommun",67,4,1755.0,2075000
1840,2021-09-27,Hallbjörtorp 500,"Kärna, Kungälvs kommun",162,6,2752.0,6150000
1841,2021-09-25,Bokvägen 5,"Centrum, Kungälvs kommun",178,5,636.0,6800000
1842,2021-09-24,Byvägen 38,"Rörtången/ödsmålsmosse, Kungälvs kommun",31,5,1266.0,2680000
1843,2021-09-24,Safirvägen 5,"Kode, Kungälvs kommun",187,7,765.0,4720000
1844,2021-09-21,Skårby 590,"Kareby, Kungälvs kommun",117,4,1132.0,4300000
1845,2021-09-20,Skårby station 470,"Kungälv - Kareby, Kungälvs kommun",35,2,1501.0,1250000
1846,2021-09-17,Älggatan 20,"Klöverbacken - Olseröd, Kungälvs kommun",95,4,,4120000
1847,2021-09-16,Målardalen 210,"Kode, Kungälvs kommun",156,9,3056.0,3325000
1848,2021-09-16,Ingegatan 6R,"Komarken, Kungälvs kommun",220,7,152.0,5000000
1849,2021-09-16,Häljeröd 385,"Romelanda, Kungälvs kommun",201,5,2639.0,5825000
1850,2021-09-15,Halleravägen 17,"Kovikshamn, Kungälvs kommun",92,4,1215.0,5110000
1851,2021-09-14,Skolstigen 4,"Kungälv - Centralt, Kungälvs kommun",248,7,763.0,6700000
1852,2021-09-13,Toreby 390,"Harestad-Toreby, Kungälvs kommun",193,5,1819.0,4720000
1853,2021-09-11,Skårby station 520,"Kareby, Kungälvs kommun",161,5,1060.0,4445000
1854,2021-09-08,Kulperödsvägen 39,"Hålta, Kungälvs kommun",129,4,1192.0,2800000
1855,2021-09-08,Kastellegårdsvägen 240,"Kastellegården, Kungälvs kommun",163,4,1391.0,4210000
1856,2021-09-08,Kareby kyrkväg 320,"Bohuslän, Kungälvs kommun",190,5,1395.0,4725000
1857,2021-09-06,Munkegärdegatan 231,"Munkegärde, Kungälvs kommun",195,6,726.0,6190000
1858,2021-09-06,Lievägen 226,"Kungälv, Kungälvs kommun",149,5,392.0,6400000
1859,2021-09-05,Betesgatan 14,"Ytterby, Kungälvs kommun",180,6,752.0,7475000
1860,2021-09-03,Broberg 130,"Lycke, Kungälvs kommun",133,5,2400.0,4995000
1861,2021-09-02,Matskärsvägen 36,"Tjuvkil, Kungälvs kommun",60,3,1077.0,3125000
1862,2021-09-02,Hermansby 150,"Kärna, Kungälvs kommun",220,6,2397.0,5600000
1863,2021-09-01,Torsbyvägen 10F,"Ytterby, Kungälvs kommun",126,5,234.0,3470000
1864,2021-09-01,Poppelvägen 3,"Diseröd, Kungälvs kommun",154,5,800.0,4600000
1865,2021-08-31,Kärrhed 177,"Kärna, Kungälvs kommun",150,7,1429.0,5550000
1866,2021-08-30,Domsvägen 5,"Ytterby, Kungälvs kommun",140,6,1043.0,5775000
1867,2021-08-27,Ulvesund 414,"Hisingen, Kungälvs kommun",140,6,744.0,1625000
1868,2021-08-27,Älggatan 16,"Klöverbacken - Olseröd, Kungälvs kommun",143,6,,4375000
1869,2021-08-27,Kungälvsvägen 60,"Kungälv - Centralt, Kungälvs kommun",102,4,1114.0,3650000
1870,2021-08-25,Olserödsgatan 116,"Olseröd, Kungälvs kommun",184,5,725.0,6150000
1871,2021-08-25,Lefstad 370,"Kärna, Kungälvs kommun",169,5,1759.0,6100000
1872,2021-08-24,Tjuvkil 310,"Tjuvkil, Kungälvs kommun",85,3,1027.0,3800000
1873,2018-10-18,Häljeröd 120,"Romelanda Diseröd, Kungälvs kommun",193,5,15148.0,6100000
1874,2018-10-17,Ellesbovägen 204,"Kungälv, Kungälvs kommun",123,5,1062.0,3000000
1875,2018-10-15,Olserödsgatan 106,"Olseröd, Kungälvs kommun",190,5,1227.0,6000000
1876,2018-10-12,Äslingsvägen 7,"Tjuvkil, Kungälvs kommun",120,5,1285.0,4100000
1877,2018-10-11,Åsebyberg 855,"Kode, Kungälvs kommun",147,5,4105.0,3850000
1878,2018-10-05,Solvagnsgatan 30,"Stället, Kungälvs kommun",138,5,479.0,5275000
1879,2018-10-04,Guntorpsvägen 24,"Kode, Kungälvs kommun",210,5,1065.0,2975000
1880,2018-10-03,Lerlycke 250,"Kärna, Kungälvs kommun",218,5,1020.0,3700000
1881,2018-10-02,Olvonvägen 23,"Diseröd, Kungälvs kommun",320,7,1000.0,3600000
1882,2018-09-28,Bockebergsvägen 2,"Lycke, Kungälvs kommun",59,4,1386.0,1850000
1883,2018-09-27,Lerskärsvägen 21,"Tjuvkil, Kungälvs kommun",160,4,1299.0,4700000
1884,2018-09-27,Valtersäng 35,"Centralt, Kungälvs kommun",199,6,650.0,6120000
1885,2018-09-25,Råckeröd 200,"Kärna, Kungälvs kommun",120,5,1192.0,3150000
1886,2018-09-25,Västra gatan 26A,"Centralt, Kungälvs kommun",170,6,316.0,5500000
1887,2018-09-24,Gamla Kungälvsvägen 13,"Ytterby, Kungälvs kommun",263,8,1862.0,6800000
1888,2018-09-19,Havregången 12,"Kungälv centralt, Kungälvs kommun",125,5,496.0,4000000
1889,2018-09-13,Lerskärsvägen 50,"Lycke, Kungälvs kommun",186,5,1221.0,3750000
1890,2018-09-11,Rubinvägen 6,"Kode, Kungälvs kommun",222,5,1123.0,3650000
1891,2018-09-11,Bastubäcksvägen 11,"Ödsmåls mosse/Rörtången, Kungälvs kommun",93,3,1225.0,3100000
1892,2018-09-10,Glose 110,"Glose, Kungälvs kommun",180,5,3157.0,4500000
1893,2018-09-09,Bokvägen 3,"Kungälv centralt, Fontin., Kungälvs kommun",312,8,781.0,5350000
1894,2018-09-08,Livelycke 290,"Bohuslän, Kungälvs kommun",163,6,2941.0,3820000
1895,2018-09-06,Lilla Dalvägen 5,"Ödsmålsmosse, Kungälvs kommun",36,2,1667.0,965000
1896,2018-09-05,Grepvägen 403,"Ullstorp, Kungälvs kommun",121,5,526.0,5250000
1897,2018-09-05,Vävra 380,"Hålta, Kungälvs kommun",49,2,1514.0,2260000
1898,2018-09-05,Stenåldersgatan 11,"Ytterby, Kungälvs kommun",103,4,440.0,3900000
1899,2018-09-04,Storskiftegatan 11,"Ytterby, Kungälvs kommun",130,4,188.0,3375000
1900,2018-09-03,Vältvägen 505,"Bohuslän, Kungälvs kommun",130,5,250.0,4800000
1901,2018-08-31,Lilla Fjellsholmen 14,"Lilla Fjellsholmen, Kungälvs kommun",86,4,418.0,6700000
1902,2018-08-30,Hammarhöjden 695,"Kode, Kungälvs kommun",111,3,1053.0,2750000
1903,2018-08-30,Kärnavägen 16,"Kärna, Kungälvs kommun",254,7,695.0,4120000
1904,2018-08-30,Klintegatan 17,"Centralt - Kungälv, Kungälvs kommun",176,7,704.0,7350000
1905,2018-08-30,Stenåldersgatan 53,"Ytterby - Stället, Kungälvs kommun",107,5,381.0,4050000
1906,2018-08-29,Grepvägen 391,"Ullstorp, Kungälvs kommun",128,5,431.0,4850000
1907,2018-08-29,Duvesjön 310,"Duvesjön, Kungälvs kommun",101,4,1454.0,2800000
1908,2018-08-29,Torsby 132,"Kärna, Kungälvs kommun",169,7,1731.0,4550000
1909,2018-08-25,Kristinedalsgatan 7,"Centrum, Kungälvs kommun",263,6,857.0,7125000
1910,2018-08-24,Åsebyberg 745,"Åsebyberg, Kungälvs kommun",110,4,1776.0,1130000
1911,2018-08-24,Korpvägen 259,"KUNGÄLV, Kungälvs kommun",157,6,437.0,5500000
1912,2018-08-17,Ställets bygata 76,"YTTERBY, Kungälvs kommun",147,6,1070.0,4925000
1913,2018-08-15,Skeppsholmsgatan 2,"Centrum, Kungälvs kommun",121,5,913.0,6300000
1914,2018-08-10,Jägersberg 244,"Kode, Kungälvs kommun",120,3,2003.0,3850000
1915,2018-08-09,Hammarhöjden 670,"Kode, Kungälvs kommun",147,2,1090.0,3230000
1916,2018-07-29,Saltskärsvägen 10,"Tjuvkil, Kungälvs kommun",64,2,3440.0,2300000
1917,2018-07-26,Duvesjön 313,"Duvesjön, Kungälvs kommun",87,3,1191.0,3300000
1918,2018-07-18,Byvägen 18,"Ödsmåls mosse/Rörtången, Kungälvs kommun",102,4,1509.0,1850000
1919,2018-07-17,Guntorpsvägen 2,"Kode, Kungälvs kommun",199,7,734.0,3150000
1920,2018-07-12,Tjuvkil 510,"Tjuvkil, Kungälvs kommun",188,4,2575.0,2550000
1921,2018-07-10,Lundby 475,"Kareby, Kungälvs kommun",141,5,2024.0,4680000
1922,2018-07-09,Gunneröd 200,"Lycke, Kungälvs kommun",83,2,789.0,2400000
1923,2016-06-21,Alelyckans väg 23,"Kode, Kungälvs kommun",180,5,37080.0,9000000
1924,2016-06-19,Krokens Väg 16,"Tjuvkil, Kungälvs kommun",117,4,1590.0,3250000
1925,2016-06-14,Stenstavägen 1,"Tjuvkil, Kungälvs kommun",157,5,800.0,3850000
1926,2016-06-14,Instölid 82,"MARSTRAND, Kungälvs kommun",46,3,902.0,2320000
1927,2016-06-10,Rönnvägen 7,"Romelanda Diseröd, Kungälvs kommun",204,7,796.0,3300000
1928,2016-06-08,Valler 300,"Valler - Romelanda, Kungälvs kommun",237,7,2497.0,3450000
1929,2016-06-06,Svartedalen 220,"Svartedalen-Björkärr, Kungälvs kommun",30,3,1774.0,685000
1930,2016-06-04,Fontinvägen 42,"Centrum, Kungälvs kommun",125,4,440.0,5100000
1931,2016-06-03,Bokvägen 10,"Centrum, Kungälvs kommun",152,5,635.0,4400000
1932,2016-06-02,Hermansby 150,"Kärna, Kungälvs kommun",220,6,2397.0,4070000
1933,2016-06-01,Duvesjön 348,"Kungälv -Duvesjön, Kungälvs kommun",186,4,1927.0,5200000
1934,2016-05-31,Granndalen 12,"Lycke, Kungälvs kommun",65,2,1217.0,2050000
1935,2016-05-31,Åsgatan 5,"Kungälv - Centrum, Kungälvs kommun",180,6,948.0,5565000
1936,2016-05-31,Hemmansgatan 3,"Ytterby-Tega, Kungälvs kommun",158,6,859.0,3855000
1937,2016-05-31,Jakobsvägen 27,"Aröd, Kungälvs kommun",140,5,2050.0,4850000
1938,2016-05-30,Olserödsgatan 114,"Kungälv - Olseröd, Kungälvs kommun",276,7,712.0,5325000
1939,2016-05-27,Slånbärsvägen 15,"Munkegärde Östra, Kungälvs kommun",176,5,647.0,5100000
1940,2016-05-26,Rosenstensvägen 33,"Kode, Kungälvs kommun",112,4,620.0,3400000
1941,2016-05-26,Stinneröd 260,"Bohuslän, Kungälvs kommun",130,4,1734.0,1300000
1942,2016-05-26,Onyxvägen 22,"Kode lantligt, Kungälvs kommun",123,5,566.0,3210000
1943,2016-05-26,Hällristningsgatan 26,"Ytterby Stället, Kungälvs kommun",75,3,404.0,2995000
1944,2016-05-23,Duvesjön 371,"Romelanda-Duvesjön, Kungälvs kommun",75,3,1808.0,3600000
1945,2016-05-23,Mjölnarvägen 16,"Romelanda, Kungälvs kommun",168,5,831.0,2385000
1946,2016-05-21,Lerskärsvägen 63,"Tjuvkil, Kungälvs kommun",120,3,884.0,3875000
1947,2016-05-21,Briljantvägen 36,"Kode, Kungälvs kommun",150,5,462.0,4100000
1948,2016-05-17,Jägarvägen 6,"Romelanda, Kungälvs kommun",175,6,564.0,3625000
1949,2016-05-16,Plogvägen 174,"Ullstorp, Kungälvs kommun",122,5,308.0,4175000
1950,2016-05-15,Brunnefjällsvägen 3,"Vedhall, Kungälvs kommun",110,4,1067.0,2695000
1951,2016-05-14,Toreby 380,"Harestad, Kungälvs kommun",256,7,2591.0,2902500
1952,2016-05-13,Hemvägen 25,"Romelanda - Diseröd, Kungälvs kommun",157,5,381.0,3250000
1953,2016-05-12,Solskiftegatan 14,"Ytterby - Tega, Kungälvs kommun",196,6,1091.0,3900000
1954,2016-05-12,Marias Väg 2,"Aröd, Kungälvs kommun",90,4,1608.0,3400000
1955,2016-05-11,Almvägen 3,"Romelanda - Diseröd, Kungälvs kommun",130,5,727.0,3300000
1956,2016-05-09,Solvagnsgatan 3,"Ytterby - Stället, Kungälvs kommun",140,4,360.0,4300000
1957,2016-05-09,Skårby Mosse 880,"Skårby, Kungälvs kommun",140,4,1782.0,2900000
1958,2016-05-06,Ugglehed 180,"Önneröd, Kungälvs kommun",170,5,15352.0,2730000
1959,2016-05-01,Vena 318,"Ytterby, Kungälvs kommun",112,4,9024.0,4100000
1960,2016-05-01,Duvesjön 225,"Romelanda, Kungälvs kommun",65,3,1800.0,1950000
1961,2016-04-29,Duvesjön 201,"Duvesjön, Kungälvs kommun",47,2,1390.0,1300000
1962,2016-04-28,Munkholmsgatan 2,"Centralt, Kungälvs kommun",210,7,893.0,4900000
1963,2016-04-28,Björkstigen 9,"Romelanda, Kungälvs kommun",231,7,937.0,3700000
1964,2016-04-25,Settungsvägen 62,"Ullstorp, Kungälvs kommun",166,6,372.0,4450000
1965,2016-04-24,Situlagatan 2,"Ytterby, Kungälvs kommun",170,6,787.0,4500000
1966,2016-04-22,Äslingsvägen 8,"Tjuvkil, Kungälvs kommun",183,6,1380.0,5650000
1967,2016-04-21,Kärrhed 190,"Kärna, Kungälvs kommun",122,4,1316.0,2850000
1968,2016-04-14,Olvonvägen 71,"Kungälv - Romelanda, Kungälvs kommun",230,6,2056.0,4725000
1969,2016-04-14,Rättarevägen 16,"Ytterby, Kungälvs kommun",227,6,732.0,4300000
1970,2016-04-12,Ametistvägen 11,"Kode, Kungälvs kommun",107,4,806.0,2850000
1971,2016-04-09,Rådalsvägen 25 Havsutsikt,"Aröd, Kungälvs kommun",88,3,1462.0,2995000
1972,2016-04-08,Annas Väg 10,"Kärna, Kungälvs kommun",62,4,1317.0,2600000
