country,,country,year,mean_years_of_schooling_female,share_of_male_seats_in_parliament,mean_years_of_schooling,income_inequality,co2_emissions_per_capita_tonnes,expected_years_of_schooling_male,expected_years_of_schooling,female_labour_force_participation_rate,female_population_with_some_secondary_education,expected_years_of_schooling_female,adolescent_birth_rate_per_1000_women_ages_15_19,material_footprint_per_capita_tonnes,mean_years_of_schooling_male,male_population_with_some_secondary_education,share_of_female_seats_in_parliament,education_inequality,gender_development_index,coefficient_of_human_inequality,male_labour_force_participation_rate,human_development_index,gross_national_income_per_capita_2017_ppp,total_population_as_of_january_1st_thousands,total_population_as_of_july_1st_thousands,male_population_as_of_july_1st_thousands,female_population_as_of_july_1st_thousands,population_density_as_of_july_1st_persons_per_square_km,population_sex_ratio_as_of_july_1st_males_per_100_females,median_age_as_of_july_1st_years,natural_change_births_minus_deaths_thousands,rate_of_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_of_childbearing_years,sex_ratio_at_birth_males_per_100_female_births,total_deaths_thousands,male_deaths_thousands,female_deaths_thousands,crude_death_rate_deaths_per_1000_population,live_births_surviving_to_age_1_thousands,net_number_of_migrants_thousands,net_migration_rate_per_1000_population,country_id,gross_national_income_per_capita_2017_ppp_log
Eswatini,5309,Eswatini,2019,5.662,87.87878788,5.596,37.9,0.882217171,14.24137883,13.74434586,47.291,33.98,13.23686462,71.813,,5.53,36.16,12.12121212,24.10655,0.982,28.63274961,54.785,0.615,7744.536132,1165.004,1169.613,579.801,589.812,67.3624,98.3027,21.0122,19.018,16.195,9.218,0.788,87.9628,29.498,4.345,25.118,2.9212,1.3114,28.054,103.0,10.48,5.882,4.597,8.923,28.578,-9.796,-8.341,56,8.954742858481481
Eswatini,5311,Eswatini,2021,5.662,81.55339806,5.596,37.9,0.823831803,14.24137883,13.74434586,45.622,33.98,13.23686462,69.934,,5.53,36.16,18.44660194,24.10655,0.986,28.60195229,53.606,0.597,7678.591873,1187.088,1192.271,591.83,600.44,68.6673,98.5661,21.4769,15.265,12.778,10.366,0.869,79.7638,28.831,4.277,24.134,2.8395,1.2673,28.009,102.9,13.566,7.684,5.882,11.356,27.914,-4.897,-4.099,56,8.946191459461284
Ethiopia,1766,Ethiopia,1996,0.6323634652937438,121.41043273207084,1.2083255037243843,19.951877833173125,0.047452997,3.599430084,2.884079933,68.125,2.846203327,2.157629967,160.396,0.35,1.8029477777467808,8.09150229,2.280725365048132,46.5753027979092,0.6919231840028618,32.17061060213174,89.614,0.24970313400137392,741.3993458,58405.626,59347.649,29679.084,29668.565,59.3476,100.0355,15.2668,1842.701,31.054,1884.045,3.175,21.8314,2810.898,480.31,47.371,6.9227,2.4134,29.682,105.8,968.197,502.931,465.267,16.317,2621.546,41.345,0.697,57,6.6085394083315645
Ethiopia,1770,Ethiopia,2000,0.809696787,105.80413584465516,1.468838635,18.045559328568977,0.052290075,5.239910126,4.308070183,71.105,3.586891265,3.364749908,143.402,0.44,2.140058524,8.939921954,4.2167247317776715,45.788153574045104,0.726,31.049014734698268,89.624,0.287,725.5751661,66059.46,67031.867,33605.362,33426.506,67.0319,100.5351,15.1098,1994.701,29.743,1944.815,2.902,23.8852,2984.415,476.085,44.501,6.5599,2.3522,29.668,105.6,989.714,508.935,480.779,14.758,2800.425,-49.892,-0.744,57,6.586964672884466
Ethiopia,1774,Ethiopia,2004,1.047859648,92.20389805,1.742116048,16.321381586422486,0.069485916,6.789889812,5.791399956,73.914,4.548705649,4.78192997,135.105,0.37,2.451918489,9.889263282,7.796101949,45.0143076217307,0.77,29.96652217510691,89.656,0.327,790.068285,74224.838,75301.026,37852.598,37448.428,75.301,101.0793,15.295,2177.814,28.912,2152.375,2.859,24.2444,3137.819,535.429,41.657,6.1067,2.2957,29.558,105.8,960.005,501.288,458.717,12.745,2966.319,-25.428,-0.338,57,6.672119378434491
Ethiopia,1779,Ethiopia,2009,1.263010025,78.62714509,2.09738493,14.761941818443798,0.075713994,8.738659859,8.126139641,74.433,6.214639902,7.505119801,102.642,0.59,3.040380001,14.06001043,21.37285491,44.25354010807718,0.842,28.921769625998433,89.039,0.402,1149.158272,85541.272,86755.585,43667.289,43088.296,86.7556,101.3437,15.9098,2412.32,27.808,2428.626,2.8,24.7553,3235.072,488.13,37.293,5.3896,2.2011,29.784,106.0,822.752,451.147,371.606,9.485,3088.624,16.319,0.188,57,7.046785015969039
Ethiopia,1786,Ethiopia,2016,1.764578342,62.71428571,2.681135178,13.3515,0.138483789,9.261969199,9.096271752,74.551,8.576281548,8.957159689,74.23,0.6,3.683536768,17.82718658,37.28571429,43.50563,0.9,27.91344132,87.445,0.47,1888.608252,103846.607,105293.228,52968.539,52324.69,105.2932,101.2305,17.4326,2777.442,26.385,2893.243,2.748,25.2237,3506.866,437.981,33.315,4.469,1.9557,29.645,105.6,729.424,417.134,312.29,6.93,3385.108,115.812,1.1,57,7.543595462193562
Ethiopia,1789,Ethiopia,2019,2.161845446,62.71428571,3.201520681,12.07582,0.146066966,9.556187685,9.651071421,74.817,9.137025833,9.824613044,71.691,0.47,4.23844862,20.10887527,37.28571429,42.77036,0.917,26.43640138,86.632,0.498,2204.805408,112602.827,114120.594,57375.433,56745.161,114.1206,101.1107,18.0722,3046.34,26.684,3035.533,2.66,26.0582,3781.463,456.108,33.123,4.3226,1.9195,29.613,105.6,735.123,421.19,313.933,6.439,3663.43,-10.803,-0.095,57,7.69839453364652
Ethiopia,1791,Ethiopia,2021,2.161845446,60.456942,3.201520681,12.07582,0.127560389,9.556187685,9.651071421,72.335,9.137025833,9.824613044,69.221,0.47,4.23844862,20.10887527,39.543058,42.77036,0.921,25.99192684,84.683,0.498,2361.069604,118743.462,120283.026,60443.404,59839.622,120.283,101.009,18.4584,3080.522,25.607,3079.128,2.56,27.0761,3895.734,459.668,32.383,4.1591,1.8635,29.544,105.5,815.212,472.66,342.552,6.776,3780.606,-1.391,-0.012,57,7.766870017379469
Fiji,1829,Fiji,1995,7.416327072,94.23076923,7.722517338,,0.973685398,12.736454891226881,12.79509989,39.409,44.42701848,13.337901103622983,52.744,,8.02647107,47.81097154,5.769230769,4843.726532042676,0.9212527629067296,15.997791646592315,79.315,0.666,8818.262502,791.429,792.246,402.034,390.212,43.3632,103.0294,19.9381,16.215,20.282,1.634,0.206,49.82911367947534,20.999,2.22,26.266,3.2674,1.5072,27.188,107.0,4.784,2.722,2.062,5.984,20.616,-14.575,-18.231,58,9.084580134356631
Fiji,1835,Fiji,2001,8.225316134,84.46601942,8.397451921,,1.285007832,12.99387872,13.2659351,37.325,51.42327707,13.57637318,42.438,,8.569249847,52.6367569,15.53398058,1077.344242189222,0.924,16.01368683937051,79.604,0.686,10208.9463,836.939,841.32,427.97,413.349,46.0493,103.5372,21.3905,14.968,17.724,8.762,1.041,66.5847,20.512,1.92,24.289,2.9987,1.3856,27.909,107.1,5.544,3.105,2.439,6.565,20.171,-6.207,-7.35,58,9.231019703090533
Fiji,1841,Fiji,2007,9.216799736,90.29126214,9.24145031,,1.363804877,13.84034824,14.06982481,38.335,60.9336586,14.29930138,41.574,,9.266449928,59.7048111,9.708737864,239.62348173458835,0.924,16.029597825400614,78.779,0.706,10253.04545,887.179,890.648,454.459,436.189,48.7492,104.1886,23.2518,15.037,16.807,6.938,0.779,88.9791,21.347,1.809,23.859,2.8862,1.3351,28.148,107.0,6.31,3.463,2.847,7.052,20.969,-8.101,-9.054,58,9.235330057509188
Fiji,1842,Fiji,2008,9.364304733,90.29126214,9.380341244,,1.039816126,13.89065726,14.12112983,40.121,63.63288841,14.35160239,40.989,,9.396641922,62.40333405,9.708737864,53.2971827852602,0.928,16.045524620374593,79.122,0.709,10272.90259,894.117,896.73,457.414,439.316,49.0821,104.1197,23.534,14.85,16.473,5.227,0.583,118.8932,21.288,1.77,23.614,2.8589,1.3226,28.19,107.1,6.438,3.548,2.89,7.141,20.91,-9.625,-10.676,58,9.237264891033666
Fiji,1844,Fiji,2010,9.659314728,90.29126214,9.658123112,22.6,1.397621357,13.99126956,14.22373985,43.739,69.03134804,14.45621015,40.87,,9.657025909,67.80037994,9.708737864,11.85438786,0.939,16.06146724,79.742,0.714,10190.36561,903.421,905.17,460.442,444.728,49.544,103.5333,24.0405,14.156,15.551,3.497,0.386,,20.632,1.735,22.664,2.7465,1.2728,28.261,107.0,6.476,3.553,2.923,7.113,20.269,-10.666,-11.716,58,9.229198004866548
Fiji,1846,Fiji,2012,9.954324722,90.29126214,9.93590498,22.6,1.204759389,14.09187414,14.32634988,44.138,74.42980766,14.56082563,41.139,,9.917409897,73.19742584,9.708737864,11.85438786,0.94,16.0774257,78.722,0.721,10486.08722,909.791,911.059,462.138,448.921,49.8664,102.9442,24.5452,13.484,14.713,2.536,0.278,,20.094,1.7,21.925,2.6656,1.2354,28.301,107.1,6.61,3.591,3.018,7.212,19.738,-10.945,-11.942,58,9.257804630854896
Fiji,1851,Fiji,2017,10.69184971,84.0,10.63035965,,1.552095312,14.34335103,14.58287496,38.296,87.92595673,14.82239888,28.059,,10.56836987,86.69004059,16.0,2.636659279,0.935,,76.23,0.741,12367.93824,918.883,919.018,462.926,456.092,50.3021,101.4983,25.7654,11.879,12.847,0.271,0.029,,19.002,1.088,20.55,2.5573,1.184,28.674,107.3,7.123,3.824,3.299,7.703,18.641,-11.605,-12.55,58,9.42286277728304
Finland,1793,Finland,1991,9.213227345,66.5,9.40821809,13.3794061897093,11.00398974,14.5310297,15.21839046,57.718,51.19352073,15.9327898,11.478,26.64,9.625431868,54.77623927,33.5,2.628374228572119,1.003,6.714556356465155,70.318,0.818,32163.27132,4998.598,5013.854,2434.638,2579.216,16.5814,94.3945,35.7325,16.11,3.218,30.512,0.609,113.8173,65.33,1.716,13.049,1.7958,0.8678,28.871,104.2,49.22,24.542,24.677,9.831,65.005,14.401,2.876,59,10.378580438269013
Finland,1795,Finland,1993,9.694962722,66.5,9.855353429,12.828968665242082,11.11012307,15.08664036,15.87520027,55.492,56.42148168,16.69714928,10.038,24.83,10.03453497,58.52095565,33.5,2.569552890416426,1.001,6.445460279241217,67.852,0.829,29991.06614,5055.132,5066.605,2463.767,2602.838,16.7558,94.6569,36.2782,14.062,2.778,22.946,0.453,,64.974,1.575,12.837,1.8197,0.8822,29.004,104.0,50.912,24.709,26.203,10.059,64.735,8.887,1.756,59,10.308654820961124
Finland,1800,Finland,1998,10.89930116,66.5,10.97319177,12.301176500669431,11.49628542,16.36430931,17.03973007,55.1,69.49138405,17.74514961,9.099,32.79,11.05729272,67.88274661,33.5,2.512047936276683,1.002,6.187148637344504,65.815,0.873,38587.42336,5147.432,5153.544,2512.604,2640.941,17.0433,95.1405,37.7337,8.341,1.62,12.225,0.237,,57.551,1.46,11.173,1.7144,0.8303,29.543,104.3,49.21,24.472,24.737,9.553,57.349,3.887,0.755,59,10.560681682673035
Finland,1810,Finland,2008,12.39402008,58.5,12.32691956,11.795098051068976,11.01929918,16.4321003,17.04219055,57.369,83.431736,17.67987061,8.491,48.17,12.25586987,78.75317,41.5,2.4558299063185545,1.002,5.939189228096603,65.826,0.912,48714.47858,5300.436,5313.35,2604.215,2709.135,17.5718,96.1272,40.6566,10.247,1.932,25.829,0.486,,59.353,1.381,11.187,1.8454,0.8944,30.089,104.6,49.106,24.471,24.635,9.255,59.219,15.579,2.936,59,10.793731566322737
Finland,1812,Finland,2010,12.49857998,60.0,12.41567993,11.30984,11.94670227,16.36338997,16.93851089,56.008,85.245891,17.53998947,8.295,38.81,12.3275404,80.755722,40.0,2.40087,1.005,5.70116717,64.127,0.911,46138.47385,5351.365,5363.272,2631.734,2731.537,17.7369,96.3463,41.0493,9.772,1.825,23.813,0.444,,60.636,1.353,11.321,1.8638,0.9027,30.193,104.8,50.864,25.52,25.345,9.496,60.518,14.053,2.624,59,10.73940245467442
Finland,1817,Finland,2015,12.76675987,58.5,12.63366985,10.01719,8.05059621,18.53347015,19.31862068,55.595,97.1050733,20.14038086,6.282,36.9,12.49234009,95.734227,41.5,1.98233,0.989,4.905339856,62.443,0.93,45628.12268,5471.699,5479.461,2696.669,2782.792,18.1212,96.9052,41.4549,3.098,0.567,15.524,0.283,,55.285,0.932,10.103,1.6477,0.7992,30.597,104.8,52.187,25.844,26.343,9.536,55.206,12.433,2.272,59,10.728279530844095
Finland,1821,Finland,2019,13.04683971,53.0,12.87362003,10.33787,7.690672497,18.28832054,19.05192947,55.789,98.9862418,19.85631943,4.092,36.73,12.69112968,98.45397,47.0,2.23918,0.989,5.196899503,63.208,0.939,48901.80936,5517.858,5521.536,2725.759,2795.778,18.2603,97.4956,41.9727,-8.207,-1.488,7.357,0.133,,45.79,0.59,8.306,1.3566,0.6558,31.063,105.1,53.997,27.071,26.926,9.794,45.71,15.558,2.822,59,10.797569676005429
France,1860,France,1994,8.008527211,90.97995546,8.319778374,14.078465127178452,6.616511248,15.41224957,15.58909988,47.92,51.94109072,15.77023983,10.02,17.59,8.665501254,59.91108159,9.020044543,8.998679423467792,0.982,9.010998880448563,63.674,0.823,34801.77278,57138.259,57230.064,27804.164,29425.9,103.7942,94.4887,35.1155,179.302,3.132,183.611,0.321,,699.009,18.631,12.213,1.6626,0.7996,28.972,105.1,519.707,270.487,249.22,9.081,695.397,4.295,0.075,60,10.457423606419091
France,1861,France,1995,8.202286516,90.97995546,8.511590515,14.04622073879705,6.677556506,15.53265953,15.70378017,48.166,53.81813567,15.87878036,9.467,17.83,8.855269126,61.71291242,9.020044543,8.727421410242993,0.982,8.906078752377057,63.329,0.828,35317.92612,57321.87,57420.354,27885.809,29534.544,104.1393,94.4176,35.4164,185.464,3.23,196.968,0.343,,716.443,17.589,12.476,1.7085,0.8223,29.127,105.0,530.979,274.652,256.327,9.246,713.362,11.505,0.2,60,10.4721459361197
France,1864,France,1998,8.783564431,90.97995546,9.087026937,14.014050200837033,7.082060739,15.47109032,15.69322014,48.559,59.44927052,15.9196701,9.981,18.09,9.42457274,67.11840493,9.020044543,8.464340253451903,0.982,8.802380268367502,62.96,0.842,37927.29301,57951.209,58080.344,28182.87,29897.475,105.3363,94.2651,36.266,201.66,3.473,258.271,0.445,,736.036,19.134,12.676,1.7762,0.8555,29.295,105.1,534.376,274.11,260.267,9.203,733.049,56.608,0.975,60,10.543426264089723
France,1868,France,2002,9.558601652,88.30734967,9.854275499,13.981953344156265,6.789080916,14.38840008,14.62263966,49.085,66.95745032,14.86085987,11.451,17.15,10.18364423,74.32572828,11.69265033,8.209189468279778,0.981,8.699889204130987,62.959,0.848,40731.98644,59193.575,59372.786,28788.287,30584.499,107.6803,94.1271,37.2632,220.9,3.725,358.422,0.604,114.7595,755.8,21.581,12.744,1.8649,0.9006,29.463,104.9,534.9,272.635,262.265,9.019,753.099,137.513,2.319,60,10.614768970383713
France,1878,France,2012,10.70963001,74.89177489,10.9350996,13.94993,5.599557336,14.9650898,15.26072025,51.541,78.02294922,15.56159019,10.038,20.9,11.18645954,83.2230835,25.10822511,7.96173,0.989,8.598591501,61.851,0.882,43009.1157,62934.237,63071.416,30517.989,32553.426,114.3883,93.7474,39.6302,225.285,3.573,274.357,0.435,,783.884,18.252,12.432,1.9897,0.9631,30.105,104.9,558.599,280.944,277.655,8.859,781.553,49.08,0.778,60,10.66916736523161
France,1886,France,2020,11.43721962,62.81081081,11.61005974,13.91798,4.23807293,15.47455025,15.81206989,50.622,83.53661346,16.15681076,9.407,17.1,11.80276966,87.89122009,37.18918919,7.72173,0.989,8.498473264,58.801,0.898,43047.83087,64457.76,64480.053,31176.177,33303.876,116.943,93.6113,41.4032,26.243,0.407,44.586,0.069,,681.905,17.923,10.577,1.7907,0.8676,30.579,104.7,655.662,327.523,328.139,10.17,679.753,18.335,0.284,60,10.670067122291439
Gabon,1920,Gabon,1990,3.662044107,90.43062201,4.32,,4.723282443,12.302712225802477,11.83213,38.374,25.83165324,11.72241970429162,168.644,13.41,4.447475267,30.2585665,9.56937799,,0.8794542909077651,23.26721326227981,62.553,0.61,16797.8789,969.66,983.028,485.917,497.11,3.8151,97.7483,17.8367,25.745,26.198,26.735,2.72,25.4834,36.983,8.025,37.635,5.4587,2.3295,28.492,101.8,11.238,5.735,5.504,11.437,35.282,0.995,1.013,61,9.729007901468016
Gabon,1928,Gabon,1998,4.654927193,90.43062201,5.778,,4.235847533,12.4753,12.17173,38.308,34.73684435,11.8636,140.965,11.16,6.493843351,47.88347451,9.56937799,,0.884,22.984981612529165,62.097,0.64,18104.29599,1194.6,1209.832,600.867,608.964,4.6953,98.6704,17.9081,28.415,23.502,30.464,2.518,27.5277,40.837,9.01,33.777,4.5757,1.9706,28.196,101.8,12.422,6.274,6.148,10.275,39.05,2.05,1.696,61,9.803904536605264
Gabon,1929,Gabon,1999,4.785164326,90.52132701,5.964,,3.993488189,12.44266033,12.15069008,38.367,35.9020907,11.85356998,137.004,9.99,6.734748261,50.01147183,9.478672986,,0.882,22.706173436970424,61.823,0.636,15754.21381,1225.064,1240.764,616.795,623.969,4.8153,98.8503,18.0216,28.927,23.335,31.401,2.531,27.3863,41.532,9.065,33.502,4.5024,1.9417,28.249,101.7,12.605,6.388,6.217,10.167,39.73,2.48,2.0,61,9.664863151962464
Gabon,1931,Gabon,2001,5.084643046,89.09952607,6.304,,3.793234197,12.5407,12.18682003,38.534,38.50861136,11.9898,129.342,9.74,7.118048072,53.45560678,10.90047393,,0.884,22.43074720880972,61.183,0.641,14764.01959,1289.404,1306.59,650.791,655.799,5.0708,99.2364,18.301,30.576,23.432,34.372,2.631,26.3454,43.425,9.122,33.279,4.4169,1.9136,28.453,101.8,12.849,6.564,6.285,9.847,41.583,3.802,2.914,61,9.599948391025194
Gabon,1935,Gabon,2005,5.761609395,88.0952381,6.92,,3.494231415,12.5845,12.37941444,38.962,44.27370866,12.1593,119.067,7.53,7.687627673,58.72015731,11.9047619,,0.894,22.158661904973822,59.746,0.652,14167.18205,1437.04,1458.353,730.264,728.089,5.6598,100.2987,19.0226,34.066,23.423,42.626,2.923,23.7136,47.591,9.389,32.722,4.2097,1.8449,28.589,101.8,13.525,7.005,6.52,9.299,45.701,8.555,5.882,61,9.558683445582663
Gabon,1948,Gabon,2018,7.763064985,82.64840183,9.322,21.2138981,2.245532081,13.2816,12.9,39.663,65.8276916,12.456,97.637,9.67,10.35079686,82.26019617,17.35159817,23.47992,0.906,21.889877,57.161,0.706,13359.91549,2166.447,2192.012,1119.168,1072.844,8.507,104.3178,21.4306,48.233,22.018,51.129,2.333,29.7106,63.536,9.745,29.004,3.6794,1.6985,28.536,102.1,15.303,8.653,6.65,6.986,61.797,2.893,1.321,61,9.500014121471828
Gabon,1950,Gabon,2020,7.843676749,83.88429752,9.436,21.2138981,1.931138222,13.36119694,12.97731,39.001,67.2082324,12.59342306,92.632,9.15,10.49761667,83.98536007,16.11570248,23.47992,0.907,21.62435246,56.991,0.71,13414.57302,2267.995,2292.573,1168.822,1123.751,8.8973,104.0109,21.5594,47.639,20.786,49.156,2.144,32.3296,63.472,9.674,27.695,3.5476,1.6446,28.501,102.1,15.833,9.022,6.811,6.909,61.806,1.514,0.661,61,9.504096933803055
Gambia,2080,Gambia,1990,0.706406283,97.95918367,1.467416885,58.04169523225508,0.207054677,5.964454906,4.672284859,45.372,5.236720678,3.443688317,153.717,11.57,2.426767229,21.2618165,2.040816327,62.76462849911467,0.714,75.41828393630828,68.925,0.343,2225.30222,1019.656,1040.616,515.114,525.502,102.8276,98.0233,16.1575,30.674,29.631,41.919,4.029,17.204,47.342,8.287,45.733,6.2178,2.2908,29.049,103.1,16.668,8.842,7.826,16.102,44.494,11.239,10.857,62,7.707648014589871
Gambia,2084,Gambia,1994,0.88765014,97.95918367,1.71288435,47.90226963415672,0.190867949,6.364204358,5.305985425,45.1,6.624690659,4.249099249,150.478,8.58,2.717136428,23.38072889,2.040816327,59.81069590211072,0.749,64.48021911655316,70.121,0.369,2126.994089,1187.809,1205.882,598.044,607.838,119.1583,98.3888,16.0282,37.738,31.266,36.147,2.998,23.1203,54.288,9.376,44.978,6.0374,2.3422,29.052,103.1,16.55,8.894,7.656,13.712,51.266,-1.591,-1.318,62,7.662465036164876
Gambia,2088,Gambia,1998,1.115396039,97.95918367,1.999413273,39.534121581415775,0.195311459,6.7960745,6.043708288,46.237,8.380536032,5.285474667,128.31,7.11,3.042249079,25.71080807,2.040816327,56.995786159161675,0.789,55.128523752011354,69.723,0.392,2045.200665,1336.217,1356.189,670.112,686.078,134.0108,97.6729,15.89,43.23,31.821,39.944,2.946,23.5284,59.877,9.107,44.075,5.9301,2.3663,29.394,103.1,16.647,8.954,7.693,12.254,56.834,-3.291,-2.422,62,7.623251188357366
Gambia,2099,Gambia,2009,2.090230096,92.45283019,3.059373686,32.627822880853756,0.21896489,7.942059994,7.964540005,49.304,15.99793144,7.990149975,100.018,4.66,4.151202388,33.38676555,7.547169811,54.313356347125286,0.856,47.13312350230333,68.532,0.455,2244.085241,1848.891,1878.119,928.616,949.504,185.5849,97.8001,15.8902,60.717,32.298,58.456,3.113,22.2662,77.957,10.051,41.469,5.6852,2.376,29.981,103.1,17.24,8.916,8.324,9.171,75.028,-2.267,-1.206,62,7.716053252106513
Gambia,2102,Gambia,2012,2.480758858,92.45283019,3.435685674,26.928,0.23849706,8.160296202,8.205079751,50.117,19.08286055,8.256710442,91.597,4.53,4.518417947,35.85234837,7.547169811,51.75717147671332,0.814,40.297312169588544,68.178,0.467,2092.378476,2029.221,2061.014,1021.199,1039.815,203.6575,98.2097,15.9336,65.928,31.962,63.586,3.085,22.4683,82.788,9.954,40.136,5.5861,2.3794,30.087,103.2,16.86,8.773,8.087,8.174,79.943,-2.342,-1.135,62,7.6460567246914914
Gambia,2105,Gambia,2015,2.973577023,90.56603774,3.875811747,27.076,0.251191355,8.333489494,8.643216471,50.274,23.00304304,8.97222947,78.309,4.36,4.930005823,38.56567165,9.433962264,49.32129,0.887,34.45291225,67.781,0.478,2009.001962,2221.106,2253.134,1118.342,1134.792,222.6417,98.5504,16.0729,67.279,29.836,64.055,2.843,24.3808,84.732,9.304,37.576,5.3136,2.2739,30.331,103.2,17.453,9.025,8.428,7.74,82.07,-3.224,-1.43,62,7.605393341419734
Gambia,2110,Gambia,2020,3.84120965,91.37931034,4.637487411,17.46726,0.206859196,8.542828054,9.418626299,48.115,29.91536713,10.33742212,63.944,3.77,5.635258198,43.19478226,8.620689655,47.00005,0.925,29.45613736,65.813,0.501,2118.782628,2541.049,2573.995,1280.033,1293.962,254.3473,98.9235,16.6518,67.849,26.346,65.892,2.56,27.0761,86.835,8.916,33.719,4.7765,2.0848,30.429,103.2,18.986,10.093,8.893,7.373,84.469,-1.96,-0.761,62,7.6585969706562045
Georgia,1989,Georgia,1995,11.569234286208284,93.07359307,11.746355845389585,116.10004497129363,0.460245244,10.89881992,11.00292015,59.861,88.3321889392642,11.10587978,79.81,4.16,11.962954310901338,91.70168724233146,6.926406926,26.793637876143155,0.9379460830605987,54.500597756531825,77.413,0.6935379862693284,3221.36709,4934.085,4877.676,2278.682,2598.994,70.1925,87.6755,31.067,17.386,3.519,-112.818,-2.313,,69.612,14.832,14.088,1.8535,0.8397,24.793,110.1,52.226,27.077,25.15,10.569,67.344,-130.196,-26.348,63,8.077561110549263
Georgia,1996,Georgia,2002,11.77622986,92.76595745,11.91936016,89.79415242877829,0.787118496,13.15678978,13.54679012,55.836,89.74452972,13.97749043,39.468,6.81,12.09391975,92.76789093,7.234042553,18.37210285938656,0.949,42.01252521589675,75.507,0.714,5701.791828,4089.597,4061.128,1885.785,2175.343,58.4419,86.6891,32.7972,1.59,0.389,-56.939,-1.402,,48.255,7.005,11.798,1.563,0.7153,26.319,110.7,46.665,24.259,22.406,11.409,47.086,-58.53,-14.31,63,8.648535760212686
Georgia,1999,Georgia,2005,11.96780682,90.63829787,12.09244204,69.44863641005728,1.191781421,13.34158039,13.7594099,55.847,91.23743439,14.22214031,48.087,7.89,12.2447237,93.93834915,9.361702128,12.597548904563554,0.956,32.38592506638739,73.507,0.738,7462.036105,3974.728,3961.182,1846.262,2114.92,57.0036,87.297,33.5424,4.13,1.038,-27.093,-0.684,,49.647,8.487,12.483,1.6103,0.7452,25.976,110.1,45.517,24.222,21.295,11.445,48.72,-31.214,-7.848,63,8.91758359228454
Georgia,2001,Georgia,2007,12.09552479,90.63829787,12.20782995,53.71299765919462,1.527622552,12.73345041,13.69944,54.82,92.23270416,13.77099514,46.148,9.9,12.34525967,94.71865463,9.361702128,8.638000756771797,0.96,24.965129732520683,73.06,0.753,9188.958856,3920.1,3906.47,1826.123,2080.347,56.2163,87.7798,34.01,4.888,1.246,-27.259,-0.698,,51.48,7.896,13.122,1.674,0.7809,26.143,109.3,46.592,24.326,22.266,11.876,50.705,-32.14,-8.192,63,9.125757917963382
Georgia,2003,Georgia,2009,12.22324276,94.89051095,12.32321787,41.542732394366205,1.489406223,13.0198143,13.50502968,54.5,93.22797394,13.6461483,57.28,9.43,12.44579563,95.49896011,5.109489051,5.922982132417862,0.965,19.244708967984774,76.21,0.753,9036.256313,3866.556,3855.2,1808.078,2047.122,55.4785,88.3229,34.3722,10.051,2.595,-22.713,-0.589,,57.275,9.045,14.789,1.8705,0.8803,26.047,108.2,47.224,25.195,22.029,12.194,56.575,-32.758,-8.459,63,9.109000242944779
Georgia,2006,Georgia,2012,12.41481972,88.0,12.49629974,32.13,2.03040964,13.56711597,13.90508008,57.153,94.7208786,14.16811218,51.057,12.48,12.59659958,96.66941833,12.0,4.061323717,0.975,14.83504501,79.492,0.773,11196.55969,3813.505,3804.356,1792.164,2012.193,54.7468,89.0652,35.3357,8.212,2.151,-18.298,-0.481,,56.664,6.459,14.842,1.9385,0.9153,26.534,108.2,48.452,26.403,22.049,12.691,56.126,-26.51,-6.944,63,9.32336183956094
