,country,expected_years_of_schooling
5147,Sao Tome and Principe,12.87443733
5140,Sao Tome and Principe,10.21755981
5127,Sao Tome and Principe,8.830154737
5135,Sao Tome and Principe,9.901069641
5130,Sao Tome and Principe,9.100901391
5144,Sao Tome and Principe,11.57118034
5137,Sao Tome and Principe,10.08831978
5120,Sao Tome and Principe,8.229322707
5149,Sao Tome and Principe,13.36538506
5122,Sao Tome and Principe,8.39669071
5136,Sao Tome and Principe,9.99469471
5139,Sao Tome and Principe,10.36534977
5134,Sao Tome and Principe,9.660550117
5131,Sao Tome and Principe,9.192982647
5125,Sao Tome and Principe,8.654146663
5132,Sao Tome and Principe,9.285995565
5138,Sao Tome and Principe,9.855819702
5145,Sao Tome and Principe,12.38348961
5146,Sao Tome and Principe,12.62896347
5121,Sao Tome and Principe,8.31258549
5128,Sao Tome and Principe,8.919496628
5141,Sao Tome and Principe,10.41050005
4787,Saudi Arabia,13.63998032
4785,Saudi Arabia,13.16716003
4784,Saudi Arabia,12.95001507
4794,Saudi Arabia,16.13574982
4773,Saudi Arabia,10.53689763
4793,Saudi Arabia,15.77921132
4778,Saudi Arabia,11.58295942
4768,Saudi Arabia,9.585306116
4770,Saudi Arabia,9.955170365
4776,Saudi Arabia,11.15261795
4779,Saudi Arabia,11.8043177
4774,Saudi Arabia,10.73826496
4798,Saudi Arabia,16.13549042
4788,Saudi Arabia,13.99651882
4797,Saudi Arabia,16.02643967
4786,Saudi Arabia,13.40357018
4791,Saudi Arabia,15.06613432
4771,Saudi Arabia,10.14542048
4795,Saudi Arabia,15.63002014
4792,Saudi Arabia,15.42267282
4777,Saudi Arabia,11.36575212
4799,Saudi Arabia,16.13549042
4775,Saudi Arabia,10.94348055
4789,Saudi Arabia,14.35305732
4769,Saudi Arabia,9.768487876
4783,Saudi Arabia,12.7328701
4860,Senegal,8.95061779
4863,Senegal,8.963749886
4837,Senegal,4.822972107
4853,Senegal,8.724579811
4835,Senegal,4.661364174
4833,Senegal,4.501156964
4849,Senegal,7.265204906
4844,Senegal,5.977551937
4848,Senegal,6.869750023
4851,Senegal,7.856255054
4836,Senegal,4.74216814
4856,Senegal,9.279299736
4855,Senegal,9.034830093
4832,Senegal,4.423130163
4857,Senegal,9.270440102
4839,Senegal,4.98458004
4862,Senegal,8.963749886
4858,Senegal,9.163832664
4847,Senegal,6.747739792
4834,Senegal,4.580560207
4852,Senegal,8.051850319
4840,Senegal,5.095935106
4861,Senegal,8.844010353
4843,Senegal,5.720798016
4850,Senegal,7.66065979
5065,Serbia,13.02233659
5061,Serbia,12.73398829
5082,Serbia,14.64188004
5074,Serbia,13.60622978
5069,Serbia,13.08683014
5078,Serbia,14.14078999
5064,Serbia,12.94964309
5079,Serbia,14.28219986
5083,Serbia,14.76615047
5073,Serbia,13.51412964
5087,Serbia,14.40009022
5080,Serbia,14.36067963
5077,Serbia,14.03466034
5075,Serbia,13.6344099
5056,Serbia,12.38251487
5060,Serbia,12.66290441
5058,Serbia,12.52192486
5067,Serbia,13.16895008
5059,Serbia,12.59221734
5086,Serbia,14.40009022
5066,Serbia,13.09543815
5076,Serbia,13.52546978
5081,Serbia,14.55158043
5062,Serbia,12.8054712
5063,Serbia,12.87735538
5314,Seychelles,11.62438011
5328,Seychelles,11.68035984
5324,Seychelles,12.10793018
5313,Seychelles,11.53717995
5315,Seychelles,11.75706959
5341,Seychelles,14.19274998
5340,Seychelles,14.14966011
5331,Seychelles,13.31093025
5316,Seychelles,11.99201965
5318,Seychelles,11.93842983
5334,Seychelles,13.53345013
5322,Seychelles,12.23814964
5335,Seychelles,13.38127041
5326,Seychelles,12.10647011
5329,Seychelles,13.2150898
5338,Seychelles,14.10877991
5325,Seychelles,12.2996397
5330,Seychelles,13.30142021
5317,Seychelles,11.87429047
5321,Seychelles,12.3228302
5312,Seychelles,11.45063391
5323,Seychelles,11.7389698
5342,Seychelles,13.94161034
5343,Seychelles,13.94161034
5332,Seychelles,13.37236023
5319,Seychelles,11.95779514
4950,Sierra Leone,9.13443245
4948,Sierra Leone,9.009859439
4953,Sierra Leone,9.321291966
4934,Sierra Leone,5.290794849
4959,Sierra Leone,9.57339109
4956,Sierra Leone,9.509414262
4936,Sierra Leone,5.715604877
4940,Sierra Leone,6.610703186
4946,Sierra Leone,8.380558
4945,Sierra Leone,8.06590728
4928,Sierra Leone,4.506159782
4937,Sierra Leone,5.928009892
4954,Sierra Leone,9.383578471
4930,Sierra Leone,4.441174793
4929,Sierra Leone,4.228769779
4943,Sierra Leone,7.448880353
4947,Sierra Leone,8.695208719
4931,Sierra Leone,4.653579807
4941,Sierra Leone,6.879054839
4951,Sierra Leone,9.196718955
4932,Sierra Leone,4.865984821
4957,Sierra Leone,9.57339109
4955,Sierra Leone,9.445864977
4938,Sierra Leone,6.140414906
4958,Sierra Leone,9.57339109
4944,Sierra Leone,7.75125656
4885,Singapore,15.4
4886,Singapore,15.8
4894,Singapore,16.5243206
4869,Singapore,11.60359712
4870,Singapore,11.8228777
4867,Singapore,11.20289737
4887,Singapore,15.8
4868,Singapore,11.40324724
4871,Singapore,12.04215827
4880,Singapore,14.1
4878,Singapore,12.6
4864,Singapore,10.60184773
4877,Singapore,12.7
4876,Singapore,12.7
4881,Singapore,14.2
4866,Singapore,11.00254749
4872,Singapore,12.26143885
4865,Singapore,10.80219761
4875,Singapore,12.6
4888,Singapore,16.1
4873,Singapore,12.48071942
4884,Singapore,15.2
4893,Singapore,16.5243206
4879,Singapore,13.9
4895,Singapore,16.5243206
4882,Singapore,14.4
5205,Slovakia,14.94832039
5185,Slovakia,11.62315774
5196,Slovakia,13.5188303
5203,Slovakia,14.94666004
5187,Slovakia,11.79621029
5207,Slovakia,14.93280029
5193,Slovakia,13.00547981
5190,Slovakia,12.23585033
5195,Slovakia,13.21650982
5214,Slovakia,14.51303959
5208,Slovakia,14.80397987
5191,Slovakia,12.32246017
5204,Slovakia,14.99320984
5212,Slovakia,14.48058033
5210,Slovakia,14.53180027
5186,Slovakia,11.70936433
5202,Slovakia,14.87456989
5201,Slovakia,14.73155022
5206,Slovakia,14.95083046
5194,Slovakia,13.24777031
5198,Slovakia,13.93457985
5213,Slovakia,14.51303959
5197,Slovakia,13.72305965
5184,Slovakia,11.53758582
5188,Slovakia,11.88370037
5238,Slovenia,16.98918915
5225,Slovenia,14.56196976
5229,Slovenia,16.60168076
5244,Slovenia,17.59638023
5246,Slovenia,17.65492058
5247,Slovenia,17.65492058
5221,Slovenia,12.58475018
5223,Slovenia,13.13873959
5228,Slovenia,16.10861969
5237,Slovenia,17.00090027
5226,Slovenia,14.75059986
5239,Slovenia,17.70853996
5222,Slovenia,12.80161953
5245,Slovenia,17.65492058
5236,Slovenia,17.14838982
5240,Slovenia,17.33702087
5242,Slovenia,17.5005703
5224,Slovenia,13.69239998
5219,Slovenia,12.16870975
5220,Slovenia,12.3100996
5216,Slovenia,11.96399021
5218,Slovenia,12.27888012
5243,Slovenia,17.57205963
5235,Slovenia,17.01222038
5230,Slovenia,16.34767914
4920,Solomon Islands,10.52332357
4906,Solomon Islands,6.644999981
4917,Solomon Islands,10.77255
4907,Solomon Islands,7.306730032
4926,Solomon Islands,10.32869027
4902,Solomon Islands,7.181642056
4922,Solomon Islands,10.44503396
4916,Solomon Islands,10.68324
4913,Solomon Islands,9.229940414
4918,Solomon Islands,10.6022
4910,Solomon Islands,8.252899806
4904,Solomon Islands,7.183333874
4911,Solomon Islands,8.395119667
4896,Solomon Islands,5.985459805
4903,Solomon Islands,7.182487965
4923,Solomon Islands,10.40610784
4914,Solomon Islands,9.71437361
4927,Solomon Islands,10.32869027
4898,Solomon Islands,6.555089951
4899,Solomon Islands,6.932380199
4909,Solomon Islands,8.110679944
4924,Solomon Islands,10.36732679
4908,Solomon Islands,7.968460083
4912,Solomon Islands,9.011380196
4897,Solomon Islands,6.15007019
4905,Solomon Islands,7.184179783
5028,Somalia,
5033,Somalia,
5035,Somalia,
5044,Somalia,
5036,Somalia,
5055,Somalia,
5046,Somalia,
5041,Somalia,
5031,Somalia,
5053,Somalia,
5026,Somalia,
5051,Somalia,
5032,Somalia,
5042,Somalia,
5040,Somalia,
5025,Somalia,
5024,Somalia,
5038,Somalia,
5034,Somalia,
5054,Somalia,
5049,Somalia,
5027,Somalia,
5047,Somalia,
5048,Somalia,
5037,Somalia,
5030,Somalia,
6115,South Africa,12.59875298
6112,South Africa,11.4115696
6136,South Africa,13.99991035
6121,South Africa,13.06168752
6142,South Africa,13.64371014
6128,South Africa,13.29643663
6113,South Africa,12.00823975
6141,South Africa,13.64371014
6132,South Africa,13.43057897
6117,South Africa,12.92754518
6139,South Africa,13.79119968
6126,South Africa,13.22936545
6119,South Africa,12.99461635
6133,South Africa,13.46411456
6134,South Africa,13.49765015
6125,South Africa,13.19582987
6118,South Africa,12.96108076
6124,South Africa,13.16229428
6135,South Africa,13.74878025
6129,South Africa,13.32997221
6131,South Africa,13.39704339
6123,South Africa,13.1287587
6120,South Africa,13.02815194
6130,South Africa,13.3635078
6138,South Africa,14.01766014
3023,South Korea,16.30055046
3015,South Korea,15.49927998
3021,South Korea,15.91106033
3039,South Korea,16.52173996
3037,South Korea,16.52173996
3032,South Korea,16.64546013
3034,South Korea,16.50547028
3033,South Korea,16.60309982
3010,South Korea,13.71677971
3028,South Korea,16.84815979
3038,South Korea,16.52173996
3031,South Korea,16.65020943
3018,South Korea,15.63064957
3022,South Korea,16.10050011
3014,South Korea,14.8838501
3009,South Korea,13.70800972
3026,South Korea,16.73542023
3036,South Korea,16.49395943
3035,South Korea,16.4816494
3020,South Korea,15.72852039
3012,South Korea,14.24011993
3013,South Korea,14.50240993
3030,South Korea,16.74004936
3008,South Korea,13.58104992
3019,South Korea,15.68307972
3016,South Korea,15.20499992
5117,South Sudan,5.54251
5114,South Sudan,5.54251
5099,South Sudan,5.54251
5091,South Sudan,5.54251
5090,South Sudan,5.54251
5088,South Sudan,5.54251
5098,South Sudan,5.54251
5113,South Sudan,5.54251
5096,South Sudan,5.408332
5089,South Sudan,5.408332
5106,South Sudan,5.408332
5094,South Sudan,5.408332
5111,South Sudan,5.274154
5100,South Sudan,5.408332
5103,South Sudan,5.408332
5118,South Sudan,5.54251
5097,South Sudan,5.207065
5093,South Sudan,5.207065
5095,South Sudan,5.207065
5108,South Sudan,4.87162
5112,South Sudan,5.408332
5092,South Sudan,5.274153999999999
5107,South Sudan,5.274153999999999
5110,South Sudan,5.139976
5109,South Sudan,5.005798
1708,Spain,15.60286045
1707,Spain,15.67422962
1709,Spain,15.61771965
1725,Spain,17.91690063
1713,Spain,15.91744041
1700,Spain,15.33172035
1699,Spain,15.0120697
1723,Spain,17.61613083
1720,Spain,17.29005051
1719,Spain,17.17250061
1701,Spain,15.49759007
1711,Spain,15.86876011
1714,Spain,15.95044994
1718,Spain,16.95605087
1706,Spain,15.70853996
1716,Spain,16.33000946
1696,Spain,14.0401001
1717,Spain,16.62454033
1710,Spain,15.74748039
1704,Spain,15.62370968
1702,Spain,15.68964958
1698,Spain,14.53036976
1705,Spain,15.65079975
1697,Spain,14.29535961
1722,Spain,17.54027939
3295,Sri Lanka,14.13990486
3274,Sri Lanka,12.41986096
3269,Sri Lanka,11.82370156
3273,Sri Lanka,12.30062908
3287,Sri Lanka,13.96959972
3281,Sri Lanka,13.25448412
3266,Sri Lanka,11.47417581
3268,Sri Lanka,11.70446968
3285,Sri Lanka,13.72367954
3291,Sri Lanka,13.90752983
3264,Sri Lanka,11.24841313
3279,Sri Lanka,13.01602036
3265,Sri Lanka,11.36073368
3290,Sri Lanka,13.82598019
3275,Sri Lanka,12.53909284
3286,Sri Lanka,13.7407198
3292,Sri Lanka,14.11106968
3294,Sri Lanka,14.13990486
3267,Sri Lanka,11.5887507
3276,Sri Lanka,12.65832472
3280,Sri Lanka,13.13525224
3293,Sri Lanka,14.13990486
3270,Sri Lanka,11.94293344
3272,Sri Lanka,12.1813972
3289,Sri Lanka,13.87385337
3282,Sri Lanka,13.373716
4819,Sudan,7.236340046
4809,Sudan,5.416478687
4804,Sudan,4.699431638
4826,Sudan,7.692326034
4806,Sudan,4.974094332
4818,Sudan,7.043960094
4823,Sudan,7.491300106
4815,Sudan,6.348959923
4813,Sudan,5.905220032
4803,Sudan,4.567841185
4814,Sudan,6.229390144
4825,Sudan,7.609839916
4800,Sudan,4.194768272
4820,Sudan,7.225570202
4808,Sudan,5.264809945
4821,Sudan,6.939670086
4801,Sudan,4.315611234
4822,Sudan,7.242619991
4805,Sudan,4.834812951
4827,Sudan,7.775706251
4810,Sudan,5.572516705
4812,Sudan,5.794079781
4802,Sudan,4.439935442
4817,Sudan,6.530020237
4830,Sudan,7.945187858
4816,Sudan,6.603700161
5176,Suriname,12.87304863
5183,Suriname,13.03564357
5174,Suriname,12.80810885
5164,Suriname,11.37160969
5170,Suriname,12.30084216
5153,Suriname,11.78651182
5171,Suriname,12.45910776
5168,Suriname,11.98431096
5172,Suriname,12.61737336
5166,Suriname,11.67394135
5177,Suriname,12.90551852
5163,Suriname,11.40932806
5182,Suriname,13.03564357
5173,Suriname,12.77563896
5167,Suriname,11.82810819
5175,Suriname,12.84057874
5158,Suriname,11.59791994
5169,Suriname,12.14257656
5178,Suriname,12.9379884
5160,Suriname,11.52248319
5162,Suriname,11.44704644
5180,Suriname,13.00292818
5152,Suriname,11.82423019
5154,Suriname,11.74879344
5155,Suriname,11.71107507
5251,Sweden,15.10190964
5259,Sweden,18.84446907
5262,Sweden,15.95156002
5278,Sweden,19.41852951
5252,Sweden,15.53335953
5277,Sweden,19.41852951
5261,Sweden,18.5394001
5256,Sweden,18.55097961
5271,Sweden,18.07908058
5270,Sweden,15.79234982
5266,Sweden,15.7457304
5275,Sweden,19.48233986
5263,Sweden,15.89435959
5257,Sweden,18.76285934
5255,Sweden,17.03985977
5254,Sweden,16.31859016
5269,Sweden,15.7834301
5258,Sweden,18.78499985
5250,Sweden,13.24635029
5264,Sweden,15.83596992
5249,Sweden,13.00177956
5276,Sweden,19.69101906
5272,Sweden,18.19613075
5279,Sweden,19.41852951
5253,Sweden,15.88644028
5248,Sweden,12.89834976
978,Switzerland,15.38848019
977,Switzerland,15.35081959
965,Switzerland,14.43200016
984,Switzerland,16.08714008
975,Switzerland,15.26478958
991,Switzerland,16.50029945
969,Switzerland,15.11299992
988,Switzerland,16.41327095
980,Switzerland,15.62874985
960,Switzerland,13.42648029
962,Switzerland,13.77219009
971,Switzerland,15.23707962
986,Switzerland,16.24938011
982,Switzerland,15.81684017
961,Switzerland,13.62067032
973,Switzerland,15.16263962
964,Switzerland,14.27805996
979,Switzerland,15.45699978
983,Switzerland,15.98027039
974,Switzerland,15.26268959
976,Switzerland,15.32474995
972,Switzerland,15.02394962
968,Switzerland,15.03678989
970,Switzerland,15.21967983
985,Switzerland,16.19400978
989,Switzerland,16.50029945
5353,Syrian Arab Republic,9.980807168
5354,Syrian Arab Republic,10.05993135
5347,Syrian Arab Republic,10.01791
5364,Syrian Arab Republic,11.73244953
5356,Syrian Arab Republic,10.2181797
5374,Syrian Arab Republic,9.164219856
5345,Syrian Arab Republic,10.28670979
5355,Syrian Arab Republic,10.13905552
5375,Syrian Arab Republic,9.164219856
5346,Syrian Arab Republic,10.12106037
5371,Syrian Arab Republic,9.164219856
5358,Syrian Arab Republic,10.95310974
5344,Syrian Arab Republic,10.26681042
5350,Syrian Arab Republic,9.743434634
5367,Syrian Arab Republic,9.164219856
5366,Syrian Arab Republic,12.91643047
5359,Syrian Arab Republic,11.36404037
5357,Syrian Arab Republic,10.58946991
5362,Syrian Arab Republic,11.57866955
5373,Syrian Arab Republic,9.164219856
5351,Syrian Arab Republic,9.822558812
5369,Syrian Arab Republic,9.164219856
5352,Syrian Arab Republic,9.90168299
5361,Syrian Arab Republic,11.50831985
5349,Syrian Arab Republic,9.664310455
5365,Syrian Arab Republic,12.10453033
5496,Tajikistan,11.43451898
5481,Tajikistan,9.595399857
5473,Tajikistan,11.8730402
5478,Tajikistan,10.06160712
5482,Tajikistan,9.710100174
5472,Tajikistan,11.98297944
5486,Tajikistan,10.56330013
5474,Tajikistan,11.76410961
5491,Tajikistan,11.19478989
5475,Tajikistan,10.94089985
5487,Tajikistan,10.74958992
5480,Tajikistan,9.750802279
5490,Tajikistan,11.1782999
5503,Tajikistan,11.65303618
5476,Tajikistan,10.23171997
5501,Tajikistan,11.65303618
5502,Tajikistan,11.65303618
5489,Tajikistan,10.89369965
5495,Tajikistan,11.39130974
5477,Tajikistan,10.21700954
5493,Tajikistan,11.18574047
5488,Tajikistan,10.91092968
5483,Tajikistan,9.838330269
5499,Tajikistan,11.56513261
5492,Tajikistan,11.21016979
5744,Tanzania,8.119554593
5730,Tanzania,5.59552002
5746,Tanzania,8.706342257
5732,Tanzania,5.541329861
5743,Tanzania,7.826160761
5740,Tanzania,6.945979265
5751,Tanzania,8.834459877
5749,Tanzania,9.140239906
5736,Tanzania,5.772403937
5752,Tanzania,8.681569862
5758,Tanzania,9.221489906
5734,Tanzania,5.43682003
5755,Tanzania,8.097599983
5729,Tanzania,5.644489765
5754,Tanzania,8.313139915
5757,Tanzania,8.86207962
5745,Tanzania,8.412948425
5742,Tanzania,7.532766929
5741,Tanzania,7.239373097
5738,Tanzania,6.359191601
5731,Tanzania,5.628250122
5756,Tanzania,8.479839802
5735,Tanzania,5.479010105
5753,Tanzania,8.528679848
5733,Tanzania,5.498129845
5451,Thailand,11.53913021
5461,Thailand,13.51762009
5455,Thailand,12.71640015
5468,Thailand,15.72975941
5464,Thailand,15.71035004
5465,Thailand,15.56759501
5466,Thailand,15.42483997
5452,Thailand,11.79646969
5447,Thailand,10.12629986
5443,Thailand,9.198479652
5460,Thailand,13.27869987
5453,Thailand,12.0318799
5467,Thailand,15.57729969
5463,Thailand,13.16110992
5462,Thailand,13.30148983
5449,Thailand,10.92442989
5469,Thailand,15.88221913
5441,Thailand,8.6890529
5442,Thailand,8.943766276
5454,Thailand,12.26729012
5448,Thailand,10.61707973
5445,Thailand,9.594909668
5471,Thailand,15.88221913
5459,Thailand,13.28015995
5457,Thailand,13.28761005
5444,Thailand,9.39669466
5566,Timor-Leste,12.616098
5538,Timor-Leste,12.507159
5564,Timor-Leste,12.39822
5558,Timor-Leste,12.9379
5552,Timor-Leste,11.48170567
5551,Timor-Leste,11.11733437
5546,Timor-Leste,11.782107355
5556,Timor-Leste,12.44688034
5560,Timor-Leste,12.51745
5555,Timor-Leste,12.57481956
5557,Timor-Leste,13.00276
5562,Timor-Leste,12.39822
5567,Timor-Leste,12.616098
5549,Timor-Leste,10.38859177
5548,Timor-Leste,10.02422047
5539,Timor-Leste,11.257555235
5544,Timor-Leste,11.257555235
5543,Timor-Leste,11.257555235
5542,Timor-Leste,11.257555235
5536,Timor-Leste,11.257555235
5545,Timor-Leste,11.257555235
5561,Timor-Leste,12.49089
5550,Timor-Leste,10.75296307
5540,Timor-Leste,11.29952002
5553,Timor-Leste,11.84607697
5547,Timor-Leste,
5411,Togo,7.36823988
5417,Togo,9.351542473
5414,Togo,8.700130463
5413,Togo,8.256549835
5420,Togo,10.05145502
5438,Togo,12.95049378
5428,Togo,11.59047961
5437,Togo,12.95049378
5412,Togo,7.406119823
5435,Togo,12.71761036
5421,Togo,10.19252014
5427,Togo,11.14020967
5436,Togo,12.83352383
5430,Togo,12.15355968
5418,Togo,9.56867981
5425,Togo,10.2396698
5433,Togo,12.49199009
5426,Togo,10.68993974
5424,Togo,10.79185009
5409,Togo,7.865890026
5422,Togo,10.30912018
5432,Togo,12.37917995
5410,Togo,7.330359936
5416,Togo,9.134405136
5429,Togo,12.04074955
5434,Togo,12.60480022
5590,Tonga,15.33215613
5597,Tonga,15.95901882
5577,Tonga,13.67418003
5587,Tonga,15.06350068
5598,Tonga,16.04857063
5575,Tonga,13.30057006
5599,Tonga,16.04857063
5574,Tonga,13.11761065
5568,Tonga,12.07151065
5580,Tonga,13.61392021
5589,Tonga,15.24260431
5571,Tonga,12.58369487
5585,Tonga,14.88439706
5581,Tonga,14.5261898
5573,Tonga,12.93716798
5595,Tonga,15.77991519
5592,Tonga,15.51125975
5572,Tonga,12.75920744
5578,Tonga,13.16876984
5569,Tonga,12.23987946
5591,Tonga,15.42170794
5586,Tonga,14.97394887
5596,Tonga,15.86946701
5576,Tonga,13.48608133
5588,Tonga,15.1530525
5631,Trinidad and Tobago,14.53545292
5622,Trinidad and Tobago,13.59812069
5617,Trinidad and Tobago,12.69514154
5609,Trinidad and Tobago,11.69543804
5630,Trinidad and Tobago,14.53545292
5616,Trinidad and Tobago,12.5016159
5615,Trinidad and Tobago,12.38313146
5608,Trinidad and Tobago,11.58137165
5607,Trinidad and Tobago,11.46730527
5627,Trinidad and Tobago,14.26123815
5612,Trinidad and Tobago,12.03763719
5603,Trinidad and Tobago,11.01103973
5629,Trinidad and Tobago,14.53545292
5606,Trinidad and Tobago,11.35323889
5624,Trinidad and Tobago,13.85958505
5613,Trinidad and Tobago,12.15170357
5601,Trinidad and Tobago,11.05126953
5604,Trinidad and Tobago,11.12510612
5618,Trinidad and Tobago,12.88866718
5621,Trinidad and Tobago,13.46924409
5610,Trinidad and Tobago,11.80950442
5620,Trinidad and Tobago,13.27571846
5602,Trinidad and Tobago,10.99155045
5623,Trinidad and Tobago,13.72823041
5611,Trinidad and Tobago,11.92357081
5660,Tunisia,15.3248039
5652,Tunisia,14.49536037
5659,Tunisia,15.22488136
5658,Tunisia,15.12561035
5638,Tunisia,11.74763012
5641,Tunisia,12.74440002
5661,Tunisia,15.42538224
5645,Tunisia,13.54868031
5653,Tunisia,14.64006996
5663,Tunisia,15.42538224
5650,Tunisia,14.41417027
5662,Tunisia,15.42538224
5635,Tunisia,10.86925983
5637,Tunisia,11.54496002
5633,Tunisia,10.56616974
5646,Tunisia,13.89883041
5634,Tunisia,10.65849972
5647,Tunisia,14.16895962
5640,Tunisia,12.33230972
5632,Tunisia,10.47406006
5651,Tunisia,14.39165974
5649,Tunisia,14.32666016
5643,Tunisia,13.29302979
5655,Tunisia,14.79722023
5656,Tunisia,14.76702023
5507,Turkmenistan,
5509,Turkmenistan,
5522,Turkmenistan,10.19685513
5528,Turkmenistan,12.0625262
5521,Turkmenistan,9.885909955
5533,Turkmenistan,12.93278027
5515,Turkmenistan,12.18670806
5526,Turkmenistan,11.44063585
5535,Turkmenistan,13.21039963
5511,Turkmenistan,13.030195995
5532,Turkmenistan,12.84999236
5508,Turkmenistan,11.678896335000001
5523,Turkmenistan,10.50780031
5512,Turkmenistan,10.0413825435
5517,Turkmenistan,10.0413825435
5506,Turkmenistan,10.0413825435
5520,Turkmenistan,9.574964777
5525,Turkmenistan,11.12969067
5531,Turkmenistan,12.76720446
5516,Turkmenistan,12.72581051
5504,Turkmenistan,12.72581051
5530,Turkmenistan,12.68441656
5519,Turkmenistan,9.291110965
5514,Turkmenistan,
5513,Turkmenistan,
5703,Tuvalu,9.854864001
5722,Tuvalu,10.11333
5717,Tuvalu,11.03175224
5704,Tuvalu,9.811610222
5702,Tuvalu,9.898117781
5705,Tuvalu,10.16412671
5724,Tuvalu,9.78763
5720,Tuvalu,11.08053
5697,Tuvalu,10.11438668
5700,Tuvalu,9.98462534
5706,Tuvalu,10.51664321
5696,Tuvalu,10.15764046
5725,Tuvalu,9.64264
5723,Tuvalu,9.95048
5721,Tuvalu,11.55312
5699,Tuvalu,10.02787912
5698,Tuvalu,10.0711329
5718,Tuvalu,11.04801149
5715,Tuvalu,10.99923373
5707,Tuvalu,10.8691597
5719,Tuvalu,11.06427075
5714,Tuvalu,10.98297448
5713,Tuvalu,10.96671522
5716,Tuvalu,11.01549298
5710,Tuvalu,10.91793746
5682,Türkiye,12.48814964
5685,Türkiye,14.3332901
5677,Türkiye,12.11820984
5676,Türkiye,11.99232006
5672,Türkiye,10.34612989
5670,Türkiye,9.820175171
5678,Türkiye,12.01014996
5673,Türkiye,10.7848196
5688,Türkiye,16.92144012
5692,Türkiye,18.15805054
5694,Türkiye,18.3382206
5674,Türkiye,11.19116497
5695,Türkiye,18.3382206
5680,Türkiye,12.32229996
5687,Türkiye,16.45841026
5666,Türkiye,9.308939934
5671,Türkiye,9.907440186
5679,Türkiye,11.9279604
5667,Türkiye,9.463040352
5686,Türkiye,14.4203701
5675,Türkiye,11.59751034
5684,Türkiye,13.8267498
5664,Türkiye,9.055789948
5665,Türkiye,9.188130379
5668,Türkiye,9.586339951
5775,Uganda,10.84825063
5774,Uganda,10.87411976
5771,Uganda,9.109776497
5791,Uganda,10.14986994
5765,Uganda,5.581089973
5789,Uganda,10.14986994
5783,Uganda,10.92905317
5779,Uganda,11.04604712
5790,Uganda,10.14986994
5761,Uganda,5.697579861
5766,Uganda,6.169204394
5776,Uganda,10.8223815
5787,Uganda,10.40166585
5786,Uganda,10.52989664
5784,Uganda,10.796001
5773,Uganda,10.28600534
5781,Uganda,11.19515753
5769,Uganda,7.933547656
5782,Uganda,11.06210535
5785,Uganda,10.66294882
5764,Uganda,5.519720078
5768,Uganda,7.345433235
5778,Uganda,10.97149191
5788,Uganda,10.27499662
5780,Uganda,11.12060232
5767,Uganda,6.757318815
5812,Ukraine,14.76490021
5793,Ukraine,12.37812042
5819,Ukraine,14.91945198
5801,Ukraine,13.06908989
5816,Ukraine,14.86394978
5806,Ukraine,14.35112
5814,Ukraine,14.88187981
5808,Ukraine,14.67827988
5802,Ukraine,12.99386024
5817,Ukraine,14.88242753
5797,Ukraine,12.09792213
5820,Ukraine,14.93799873
5804,Ukraine,14.11824989
5813,Ukraine,14.79920006
5805,Ukraine,14.41971016
5809,Ukraine,14.75677967
5794,Ukraine,12.14836979
5823,Ukraine,14.95656854
5807,Ukraine,14.55998993
5796,Ukraine,11.8551302
5821,Ukraine,14.95656854
5800,Ukraine,12.82629795
5795,Ukraine,11.95456028
5818,Ukraine,14.90092826
5811,Ukraine,14.77225018
5792,Ukraine,12.37267971
147,United Arab Emirates,12.58932993
155,United Arab Emirates,14.3441
144,United Arab Emirates,12.23276686
139,United Arab Emirates,11.63849507
131,United Arab Emirates,10.68766022
150,United Arab Emirates,12.945893
130,United Arab Emirates,10.65937996
143,United Arab Emirates,12.1139125
156,United Arab Emirates,15.01912022
134,United Arab Emirates,11.04422329
152,United Arab Emirates,13.18360171
132,United Arab Emirates,10.80651457
159,United Arab Emirates,15.71769047
149,United Arab Emirates,12.82703864
140,United Arab Emirates,11.75734943
146,United Arab Emirates,12.47047557
129,United Arab Emirates,10.8223896
158,United Arab Emirates,15.71769047
148,United Arab Emirates,12.70818428
141,United Arab Emirates,11.87620379
157,United Arab Emirates,15.69414043
154,United Arab Emirates,13.42131042
138,United Arab Emirates,11.51964072
128,United Arab Emirates,10.47455978
151,United Arab Emirates,13.06474735
1963,United Kingdom,16.1175499
1957,United Kingdom,14.90931988
1971,United Kingdom,16.11256027
1958,United Kingdom,15.12060324
1968,United Kingdom,16.06059074
1972,United Kingdom,16.36290932
1983,United Kingdom,17.30971909
1980,United Kingdom,17.24805069
1965,United Kingdom,16.08025932
1981,United Kingdom,17.30971909
1976,United Kingdom,17.48591042
1977,United Kingdom,17.32865906
1956,United Kingdom,14.69803651
1959,United Kingdom,15.33188661
1975,United Kingdom,17.6342907
1955,United Kingdom,14.48675315
1967,United Kingdom,16.62688065
1979,United Kingdom,17.49843025
1970,United Kingdom,15.9672699
1969,United Kingdom,15.86334991
1960,United Kingdom,15.54316998
1953,United Kingdom,13.92667007
1966,United Kingdom,16.5434494
1952,United Kingdom,13.6549902
1973,United Kingdom,15.72978973
1982,United Kingdom,17.30971909
5873,United States of America,15.85844779
5872,United States of America,15.81015909
5886,United States of America,16.28097916
5884,United States of America,16.28334999
5861,United States of America,16.01859093
5856,United States of America,15.41786003
