,country,expected_years_of_schooling
1179,Congo,11.85145304
1174,Congo,10.7329998
1181,Congo,12.33081527
1178,Congo,11.6188061
1157,Congo,10.25774059
1164,Congo,9.157389641
1172,Congo,10.32784208
1170,Congo,9.922684352
1156,Congo,10.41493359
1182,Congo,12.33081527
1158,Congo,10.1005476
1176,Congo,11.16712334
1183,Congo,12.33081527
1153,Congo,10.81482029
1171,Congo,10.12526321
1165,Congo,8.909790039
1169,Congo,9.720105489
1307,Costa Rica,15.66736984
1280,Costa Rica,9.794050217
1293,Costa Rica,11.96931314
1311,Costa Rica,16.54577065
1291,Costa Rica,11.66599989
1295,Costa Rica,12.43371119
1298,Costa Rica,13.37193544
1281,Costa Rica,10.03783989
1308,Costa Rica,15.8667202
1301,Costa Rica,14.31015968
1303,Costa Rica,14.7502203
1304,Costa Rica,15.11124039
1294,Costa Rica,12.12096977
1309,Costa Rica,16.54577065
1299,Costa Rica,13.68467685
1310,Costa Rica,16.54577065
1305,Costa Rica,15.23608017
1286,Costa Rica,10.90771675
1302,Costa Rica,14.50245953
1306,Costa Rica,15.4200201
1296,Costa Rica,12.7464526
1282,Costa Rica,10.30109024
1284,Costa Rica,10.6044035
1287,Costa Rica,11.05937338
1292,Costa Rica,11.81765652
2375,Croatia,11.48884964
2376,Croatia,11.86464024
2394,Croatia,15.18770027
2383,Croatia,13.95090008
2381,Croatia,13.26109028
2374,Croatia,11.37658978
2382,Croatia,13.60599518
2379,Croatia,12.55932045
2384,Croatia,14.25984955
2373,Croatia,11.25879002
2395,Croatia,15.22671986
2397,Croatia,15.11209965
2370,Croatia,10.40108895
2398,Croatia,15.11209965
2380,Croatia,12.90729046
2369,Croatia,9.933662919
2385,Croatia,14.29500008
2396,Croatia,15.18179035
2393,Croatia,15.22484016
2387,Croatia,14.1531601
2372,Croatia,11.40295982
2399,Croatia,15.11209965
2390,Croatia,14.78808022
2377,Croatia,12.18980026
2392,Croatia,15.27311039
2391,Croatia,15.1735096
1327,Cuba,14.8412199
1342,Cuba,14.44305992
1330,Cuba,17.48694992
1317,Cuba,11.2565403
1321,Cuba,12.08788013
1320,Cuba,11.90639019
1332,Cuba,16.34538078
1312,Cuba,12.21516037
1318,Cuba,11.73295975
1325,Cuba,13.38177967
1323,Cuba,12.61674976
1339,Cuba,14.09766006
1329,Cuba,17.01877975
1316,Cuba,11.36503983
1336,Cuba,13.96555996
1315,Cuba,11.89202023
1340,Cuba,14.2809
1314,Cuba,11.98618984
1335,Cuba,13.97082043
1333,Cuba,15.64000034
1331,Cuba,17.29541969
1334,Cuba,14.70438957
1326,Cuba,14.37172985
1319,Cuba,11.72490025
1313,Cuba,12.10655022
1337,Cuba,13.76951981
1356,Cyprus,12.95118046
1361,Cyprus,13.71588993
1346,Cyprus,9.331640244
1365,Cyprus,13.79706001
1344,Cyprus,9.226169586
1369,Cyprus,14.57015038
1345,Cyprus,9.344320297
1350,Cyprus,12.58349037
1354,Cyprus,12.40380001
1359,Cyprus,13.44655037
1371,Cyprus,15.16886997
1367,Cyprus,14.0009203
1349,Cyprus,12.51867962
1352,Cyprus,12.57108974
1357,Cyprus,13.37049961
1348,Cyprus,12.39344978
1363,Cyprus,14.57304001
1375,Cyprus,15.64826965
1362,Cyprus,14.06836987
1347,Cyprus,12.35991001
1364,Cyprus,13.84634018
1358,Cyprus,13.49674988
1366,Cyprus,13.78989029
1368,Cyprus,14.25613022
1373,Cyprus,15.64826965
1351,Cyprus,12.63119984
1378,Czechia,11.63922977
1388,Czechia,14.57211971
1386,Czechia,13.87837982
1392,Czechia,15.00053978
1403,Czechia,16.78511047
1399,Czechia,16.61016083
1398,Czechia,16.07591057
1379,Czechia,11.86242008
1376,Czechia,11.83512974
1407,Czechia,16.21968079
1377,Czechia,11.82269955
1381,Czechia,12.72935963
1383,Czechia,13.27126026
1385,Czechia,13.20551014
1393,Czechia,15.29292965
1402,Czechia,16.83116913
1387,Czechia,14.32462025
1380,Czechia,12.39513016
1384,Czechia,13.13521957
1400,Czechia,16.74843979
1395,Czechia,15.83553982
1391,Czechia,14.84366035
1394,Czechia,15.46100044
1406,Czechia,16.21968079
1404,Czechia,16.23899078
1077,Côte d'Ivoire,8.145747852
1082,Côte d'Ivoire,9.4792099
1057,Côte d'Ivoire,5.65919955
1062,Côte d'Ivoire,6.219460053
1067,Côte d'Ivoire,6.842541409
1065,Côte d'Ivoire,6.58190012
1084,Côte d'Ivoire,10.21954966
1087,Côte d'Ivoire,10.67558002
1079,Côte d'Ivoire,8.406389141
1085,Côte d'Ivoire,10.48435974
1069,Côte d'Ivoire,7.103182697
1078,Côte d'Ivoire,8.276068497
1066,Côte d'Ivoire,6.712220764
1072,Côte d'Ivoire,7.49414463
1074,Côte d'Ivoire,7.754785919
1083,Côte d'Ivoire,9.954739571
1063,Côte d'Ivoire,6.337999749
1059,Côte d'Ivoire,5.876978174
1081,Côte d'Ivoire,8.892459869
1070,Côte d'Ivoire,7.233503342
1076,Côte d'Ivoire,8.015427208
1075,Côte d'Ivoire,7.885106564
1058,Côte d'Ivoire,5.767060971
1061,Côte d'Ivoire,6.103137406
1064,Côte d'Ivoire,6.458798751
1060,Côte d'Ivoire,5.988990343
1140,Democratic Republic of the Congo,9.199039936
1143,Democratic Republic of the Congo,9.60517025
1123,Democratic Republic of the Congo,6.506907191
1150,Democratic Republic of the Congo,9.817864451
1132,Democratic Republic of the Congo,7.468083819
1121,Democratic Republic of the Congo,6.308457341
1128,Democratic Republic of the Congo,7.035807252
1135,Democratic Republic of the Congo,7.792291244
1130,Democratic Republic of the Congo,7.251945535
1125,Democratic Republic of the Congo,6.711599827
1137,Democratic Republic of the Congo,8.008429527
1146,Democratic Republic of the Congo,9.71093505
1138,Democratic Republic of the Congo,8.737790108
1149,Democratic Republic of the Congo,9.817864451
1127,Democratic Republic of the Congo,6.92773811
1144,Democratic Republic of the Congo,9.640296569
1129,Democratic Republic of the Congo,7.143876394
1134,Democratic Republic of the Congo,7.684222102
1147,Democratic Republic of the Congo,9.746448153
1131,Democratic Republic of the Congo,7.360014677
1142,Democratic Republic of the Congo,9.336259842
1141,Democratic Republic of the Congo,9.541290283
1148,Democratic Republic of the Congo,9.782091129
1133,Democratic Republic of the Congo,7.57615296
1145,Democratic Republic of the Congo,9.675551346
1151,Democratic Republic of the Congo,9.817864451
1528,Denmark,19.13853073
1521,Denmark,16.81782913
1532,Denmark,18.79369926
1526,Denmark,18.6777401
1535,Denmark,18.71479988
1520,Denmark,16.72458076
1513,Denmark,16.44960976
1525,Denmark,18.41773033
1508,Denmark,14.92171955
1518,Denmark,16.62981987
1507,Denmark,14.59694004
1530,Denmark,19.06605911
1512,Denmark,15.74186039
1522,Denmark,16.75205994
1515,Denmark,16.58344078
1504,Denmark,14.06153965
1511,Denmark,15.55623531
1531,Denmark,18.89341927
1523,Denmark,16.79486084
1533,Denmark,18.71479988
1510,Denmark,15.37061024
1509,Denmark,15.12403965
1529,Denmark,19.23700905
1506,Denmark,14.27690983
1519,Denmark,16.87528038
1524,Denmark,16.94296074
1462,Djibouti,6.530976109
1447,Djibouti,2.99657011
1464,Djibouti,6.680508055
1470,Djibouti,7.43298
1458,Djibouti,5.337150097
1457,Djibouti,4.972390175
1443,Djibouti,2.571929932
1453,Djibouti,3.808030128
1441,Djibouti,2.692800045
1454,Djibouti,4.067200184
1460,Djibouti,6.019780159
1461,Djibouti,6.456210136
1452,Djibouti,3.548860073
1450,Djibouti,2.971889973
1469,Djibouti,7.43298
1468,Djibouti,7.13947
1455,Djibouti,4.357200146
1445,Djibouti,2.829485059
1440,Djibouti,2.601186608
1444,Djibouti,2.739470005
1466,Djibouti,6.83004
1467,Djibouti,6.83112
1463,Djibouti,6.605742082
1451,Djibouti,3.385519981
1446,Djibouti,2.919500113
1477,Dominica,
1492,Dominica,13.05564
1501,Dominica,13.3191862
1489,Dominica,12.94752
1485,Dominica,12.819176
1493,Dominica,13.06678
1484,Dominica,12.78855487
1497,Dominica,13.19237946
1503,Dominica,13.3191862
1487,Dominica,12.88063839
1482,Dominica,12.72753188
1490,Dominica,12.98356
1498,Dominica,13.22396751
1491,Dominica,13.0196
1495,Dominica,13.12942954
1476,Dominica,13.20840012
1474,Dominica,13.20840012
1500,Dominica,13.2873707
1475,Dominica,13.09942535
1488,Dominica,12.91148
1472,Dominica,13.0835556
1478,Dominica,13.0835556
1499,Dominica,13.2556312
1502,Dominica,13.3191862
1494,Dominica,13.09806731
1542,Dominican Republic,10.23271516
1564,Dominican Republic,14.34401997
1555,Dominican Republic,12.98178405
1538,Dominican Republic,9.493141561
1557,Dominican Republic,13.41553472
1549,Dominican Republic,11.68053205
1544,Dominican Republic,10.62383579
1547,Dominican Republic,11.24678139
1566,Dominican Republic,14.46655802
1550,Dominican Republic,11.89740739
1553,Dominican Republic,12.54803338
1551,Dominican Republic,12.11428272
1561,Dominican Republic,14.0928297
1558,Dominican Republic,13.63241005
1554,Dominican Republic,12.76490872
1552,Dominican Republic,12.33115805
1559,Dominican Republic,13.69433022
1546,Dominican Republic,11.02990605
1540,Dominican Republic,9.855993789
1565,Dominican Republic,14.46655802
1556,Dominican Republic,13.19865938
1539,Dominican Republic,9.672866393
1541,Dominican Republic,10.04258817
1545,Dominican Republic,10.82496701
1560,Dominican Republic,13.75625038
1631,Ecuador,14.62423038
1604,Ecuador,12.14885017
1616,Ecuador,14.06541021
1624,Ecuador,15.05500507
1615,Ecuador,13.90569687
1626,Ecuador,15.07669004
1619,Ecuador,14.54455021
1608,Ecuador,12.78770351
1629,Ecuador,14.62423038
1605,Ecuador,12.3085635
1611,Ecuador,13.26684352
1613,Ecuador,13.5862702
1607,Ecuador,12.62799018
1612,Ecuador,13.42655686
1600,Ecuador,11.82929039
1625,Ecuador,15.19845009
1627,Ecuador,14.95492999
1603,Ecuador,11.98913683
1618,Ecuador,14.38483688
1623,Ecuador,14.91156006
1628,Ecuador,14.83316994
1601,Ecuador,11.66971016
1614,Ecuador,13.74598353
1621,Ecuador,14.86397689
1602,Ecuador,11.8294235
1642,Egypt,11.18654537
1648,Egypt,11.44587631
1647,Egypt,11.35194836
1632,Egypt,9.697939873
1637,Egypt,10.4129653
1638,Egypt,10.57990658
1634,Egypt,9.912141442
1640,Egypt,10.91378915
1645,Egypt,11.19305038
1658,Egypt,13.12530041
1641,Egypt,11.08073044
1650,Egypt,11.63373222
1662,Egypt,13.78649972
1639,Egypt,10.74684787
1660,Egypt,13.60529995
1644,Egypt,11.3446703
1661,Egypt,13.78649972
1633,Egypt,9.745200157
1654,Egypt,12.4344101
1651,Egypt,11.72766018
1649,Egypt,11.53980427
1652,Egypt,11.9167099
1643,Egypt,11.29236031
1656,Egypt,12.73727036
1657,Egypt,12.93128538
1655,Egypt,12.73591995
4984,El Salvador,12.54815006
4986,El Salvador,12.5769017
4971,El Salvador,11.62421036
4977,El Salvador,13.0039196
4981,El Salvador,12.61316013
4991,El Salvador,12.67134767
4989,El Salvador,12.67134767
4960,El Salvador,8.899497437
4979,El Salvador,12.36340046
4965,El Salvador,10.44838371
4964,El Salvador,10.12818165
4962,El Salvador,9.50186491
4990,El Salvador,12.67134767
4987,El Salvador,12.53785778
4966,El Salvador,10.76858578
4976,El Salvador,12.49475956
4972,El Salvador,11.85634041
4983,El Salvador,12.78911972
4973,El Salvador,12.13774967
4967,El Salvador,11.08878784
4963,El Salvador,9.807979584
4975,El Salvador,12.5539999
4969,El Salvador,11.24400997
4980,El Salvador,12.47132969
4968,El Salvador,11.40898991
2153,Equatorial Guinea,
2168,Equatorial Guinea,9.035626825
2172,Equatorial Guinea,9.595077365
2164,Equatorial Guinea,8.476176285
2171,Equatorial Guinea,9.45521473
2155,Equatorial Guinea,7.217412569
2174,Equatorial Guinea,9.73494
2156,Equatorial Guinea,7.357275204
2146,Equatorial Guinea,7.6370004745
2160,Equatorial Guinea,7.916725745
2173,Equatorial Guinea,9.73494
2169,Equatorial Guinea,9.17548946
2166,Equatorial Guinea,8.755901555
2175,Equatorial Guinea,9.73494
2150,Equatorial Guinea,8.6160389195
2157,Equatorial Guinea,7.497137839
2151,Equatorial Guinea,7.776863109500001
2144,Equatorial Guinea,7.776863109500001
2147,Equatorial Guinea,7.776863109500001
2161,Equatorial Guinea,8.05658838
2145,Equatorial Guinea,7.567069157000001
2154,Equatorial Guinea,7.077549934
2152,Equatorial Guinea,7.986657062
2167,Equatorial Guinea,8.89576419
2165,Equatorial Guinea,8.61603892
1678,Eritrea,8.076519966
1664,Eritrea,8.070522297
1694,Eritrea,8.064524628
1673,Eritrea,5.882840157
1683,Eritrea,8.150309563
1693,Eritrea,8.064524628
1695,Eritrea,8.064524628
1679,Eritrea,8.091277885
1674,Eritrea,6.498770237
1671,Eritrea,5.449133237
1672,Eritrea,5.665986697
1665,Eritrea,6.3199382625
1676,Eritrea,6.973889828
1681,Eritrea,8.120793724
1669,Eritrea,5.223760128
1685,Eritrea,8.20396781
1668,Eritrea,8.1697597265
1667,Eritrea,8.1697597265
1682,Eritrea,8.135551643
1690,Eritrea,8.042153255
1686,Eritrea,8.377085209
1680,Eritrea,8.106035805
1677,Eritrea,7.525204897
1688,Eritrea,8.723320007
1691,Eritrea,8.049603476
1736,Estonia,14.16652012
1752,Estonia,16.21989059
1728,Estonia,13.13125992
1758,Estonia,15.92895985
1755,Estonia,15.9211998
1734,Estonia,13.30634022
1748,Estonia,16.39779091
1747,Estonia,16.18021965
1750,Estonia,16.50991058
1746,Estonia,16.10434914
1754,Estonia,16.06361961
1744,Estonia,16.06500053
1729,Estonia,12.87829018
1737,Estonia,14.40664959
1735,Estonia,13.73643017
1756,Estonia,15.91049004
1753,Estonia,16.11494064
1739,Estonia,15.42988968
1751,Estonia,16.42387962
1731,Estonia,12.39554024
1743,Estonia,16.12035942
1749,Estonia,16.50271988
1732,Estonia,12.58990955
1730,Estonia,12.83745956
1740,Estonia,15.63121033
1759,Estonia,15.92895985
5297,Eswatini,11.82354164
5285,Eswatini,9.746833165
5294,Eswatini,10.64344025
5298,Eswatini,12.05120373
5281,Eswatini,9.403099026
5290,Eswatini,10.02482986
5306,Eswatini,13.25972934
5293,Eswatini,10.31796026
5311,Eswatini,13.74434586
5287,Eswatini,9.960853259
5283,Eswatini,9.469900131
5301,Eswatini,12.73418999
5302,Eswatini,12.76319504
5303,Eswatini,12.79220009
5308,Eswatini,13.58087035
5304,Eswatini,12.94618222
5296,Eswatini,11.59587955
5307,Eswatini,13.41933922
5295,Eswatini,10.90015984
5305,Eswatini,13.10201787
5286,Eswatini,9.885299683
5282,Eswatini,9.436440468
5300,Eswatini,12.5065279
5289,Eswatini,10.11196041
5291,Eswatini,10.00865507
5284,Eswatini,9.608366648
1787,Ethiopia,9.277567601
1781,Ethiopia,8.333000183
1784,Ethiopia,8.744239102
1790,Ethiopia,9.651071421
1773,Ethiopia,5.439129829
1778,Ethiopia,8.133130074
1762,Ethiopia,2.603890022
1775,Ethiopia,6.612790108
1776,Ethiopia,7.119570096
1771,Ethiopia,4.871180058
1765,Ethiopia,2.502729893
1761,Ethiopia,2.770580053
1788,Ethiopia,9.462476818
1768,Ethiopia,3.581586679
1782,Ethiopia,8.405830383
1763,Ethiopia,2.43719999
1772,Ethiopia,5.240459919
1769,Ethiopia,3.930340052
1767,Ethiopia,3.232833306
1783,Ethiopia,8.573365192
1777,Ethiopia,7.626350085
1785,Ethiopia,8.918518663
1760,Ethiopia,2.947940876
1764,Ethiopia,2.270509958
1780,Ethiopia,8.187279701
1830,Fiji,12.87357243
1836,Fiji,13.34440764
1847,Fiji,14.3776549
1854,Fiji,14.73679
1843,Fiji,14.17243484
1853,Fiji,14.68548499
1837,Fiji,13.42288017
1828,Fiji,12.71662736
1855,Fiji,14.73679
1827,Fiji,12.63815482
1831,Fiji,12.95204496
1832,Fiji,13.0305175
1852,Fiji,14.63417997
1849,Fiji,14.48026493
1826,Fiji,12.55968229
1833,Fiji,13.10899003
1824,Fiji,12.40322751
1834,Fiji,13.18746257
1850,Fiji,14.53156994
1840,Fiji,14.0185198
1845,Fiji,14.27504487
1838,Fiji,13.91590977
1848,Fiji,14.42895991
1825,Fiji,12.48120975
1839,Fiji,13.96721478
1799,Finland,16.72907066
1803,Finland,17.99418068
1801,Finland,17.27614021
1822,Finland,19.05192947
1794,Finland,15.76556015
1819,Finland,19.39711952
1809,Finland,17.08893013
1792,Finland,14.99647045
1818,Finland,19.31543922
1813,Finland,17.05632019
1798,Finland,16.52115059
1802,Finland,17.7011795
1804,Finland,18.06677055
1814,Finland,17.06842041
1796,Finland,16.21611977
1805,Finland,18.25947952
1820,Finland,19.47599983
1797,Finland,16.3091507
1806,Finland,17.03296089
1808,Finland,17.13279915
1811,Finland,16.81093979
1823,Finland,19.05192947
1815,Finland,19.30257034
1807,Finland,17.14310074
1816,Finland,19.26124001
1877,France,15.19116974
1859,France,14.79576015
1875,France,15.02523994
1866,France,14.93727016
1872,France,15.16401005
1880,France,15.44229031
1882,France,15.52842999
1870,France,14.63309956
1865,France,15.03709984
1869,France,14.66084003
1884,France,15.74300957
1857,France,14.47624969
1862,France,15.79720974
1863,France,15.76473045
1871,France,15.19083023
1887,France,15.81206989
1874,France,15.05335999
1876,France,15.13387966
1856,France,14.08889008
1881,France,15.42269993
1883,France,15.64560032
1858,France,14.69744968
1885,France,15.81206989
1873,France,15.09527016
1867,France,14.8516798
1879,France,15.41289043
1937,Gabon,12.42567667
1924,Gabon,12.00193
1925,Gabon,12.04438
1951,Gabon,12.97731
1927,Gabon,12.12928
1921,Gabon,11.87458
1942,Gabon,12.541461
1938,Gabon,12.44880778
1933,Gabon,12.33315222
1922,Gabon,11.91703
1943,Gabon,12.56472105
1936,Gabon,12.40254556
1945,Gabon,12.68911053
1944,Gabon,12.62691579
1923,Gabon,11.95948
1932,Gabon,12.31002111
1946,Gabon,12.75130526
1939,Gabon,12.47193889
1934,Gabon,12.35628333
1930,Gabon,12.16875505
1949,Gabon,12.97731
1947,Gabon,12.8135
1940,Gabon,12.49507
1926,Gabon,12.08683
1941,Gabon,12.51824401
2097,Gambia,7.742603632
2104,Gambia,8.488134505
2085,Gambia,5.47740984
2095,Gambia,7.365071333
2098,Gambia,7.931369781
2094,Gambia,7.176305184
2109,Gambia,9.263544333
2092,Gambia,6.798772885
2107,Gambia,8.953380402
2111,Gambia,9.418626299
2096,Gambia,7.553837483
2087,Gambia,5.854942138
2108,Gambia,9.108462368
2102,Gambia,8.205079751
2082,Gambia,4.979063703
2103,Gambia,8.33305254
2081,Gambia,4.823235838
2089,Gambia,6.232474437
2091,Gambia,6.610006736
2083,Gambia,5.139926015
2106,Gambia,8.798298437
2100,Gambia,7.954999924
2101,Gambia,8.079072273
2090,Gambia,6.421240587
2093,Gambia,6.987539035
2086,Gambia,5.666175989
1998,Georgia,13.67243958
1997,Georgia,13.68500042
1987,Georgia,11.71526527
2002,Georgia,13.14264011
1992,Georgia,12.28580523
2004,Georgia,13.63837981
1988,Georgia,11.35909271
2008,Georgia,14.21273994
2011,Georgia,15.02781963
1986,Georgia,12.07143784
2015,Georgia,15.56851959
1994,Georgia,13.19787979
1991,Georgia,11.86952019
1984,Georgia,12.79429197
2012,Georgia,15.2750597
2009,Georgia,14.46463966
2010,Georgia,14.68717003
2000,Georgia,13.3165102
2005,Georgia,13.77172995
1990,Georgia,11.24497986
1995,Georgia,13.37042046
2007,Georgia,14.03843021
1993,Georgia,12.70209026
1985,Georgia,12.4276104
2013,Georgia,15.6153698
1425,Germany,16.43524075
1433,Germany,16.78933907
1427,Germany,16.53460693
1437,Germany,17.01013947
1428,Germany,16.58429003
1419,Germany,16.13714218
1424,Germany,16.38555765
1414,Germany,15.85593033
1439,Germany,17.01013947
1412,Germany,15.65505028
1431,Germany,16.73333931
1420,Germany,16.18682528
1409,Germany,14.68710995
1430,Germany,16.68365622
1415,Germany,15.93840981
1438,Germany,17.01013947
1429,Germany,16.63397312
1417,Germany,16.03777599
1416,Germany,15.9880929
1413,Germany,15.7678299
1410,Germany,14.81459045
1423,Germany,16.33587456
1418,Germany,16.08745909
1435,Germany,16.97719002
1422,Germany,16.28619146
1434,Germany,16.87524033
2030,Ghana,7.844389915
2039,Ghana,11.34636021
2025,Ghana,7.454780102
2016,Ghana,6.751592319
2019,Ghana,6.978291163
2036,Ghana,10.50872993
2047,Ghana,12.04778004
2027,Ghana,7.333590031
2031,Ghana,8.44274044
2020,Ghana,7.055536528
2045,Ghana,11.86730957
2018,Ghana,6.901891496
2021,Ghana,7.13363695
2044,Ghana,11.48332977
2029,Ghana,7.4646101
2022,Ghana,7.212601896
2042,Ghana,11.52073956
2023,Ghana,7.292440935
2041,Ghana,11.55659962
2032,Ghana,8.819199562
2037,Ghana,10.88035965
2040,Ghana,11.05138016
2035,Ghana,10.13710022
2043,Ghana,11.46961975
2046,Ghana,12.04778004
2026,Ghana,7.744860172
2179,Greece,12.63654995
2205,Greece,20.02878952
2201,Greece,18.26951504
2203,Greece,19.10166931
2198,Greece,17.16433907
2191,Greece,16.18700981
2197,Greece,16.86862946
2176,Greece,12.38533974
2180,Greece,12.80976963
2188,Greece,15.09092999
2199,Greece,17.34185982
2196,Greece,16.75956917
2204,Greece,19.50020027
2202,Greece,18.64052963
2186,Greece,14.15260983
2190,Greece,15.48805046
2187,Greece,14.51235962
2195,Greece,16.46247609
2200,Greece,17.89850044
2192,Greece,16.37560081
2181,Greece,12.81266975
2193,Greece,15.86828995
2182,Greece,12.96411991
2178,Greece,12.83633995
2183,Greece,13.13731003
2194,Greece,16.16538302
2209,Grenada,14.55154526
2236,Grenada,18.62984085
2232,Grenada,18.6721681
2216,Grenada,15.69876979
2212,Grenada,15.03257335
2217,Grenada,15.86988184
2218,Grenada,16.04285897
2210,Grenada,14.7101529
2227,Grenada,17.68700981
2211,Grenada,14.87048932
2233,Grenada,18.86919975
2215,Grenada,15.5295027
2226,Grenada,17.49630514
2219,Grenada,16.21772149
2208,Grenada,14.39464777
2231,Grenada,18.47513644
2224,Grenada,17.12104228
2221,Grenada,16.57318517
2229,Grenada,18.08107313
2214,Grenada,15.36206068
2234,Grenada,18.81738091
2220,Grenada,16.39448997
2213,Grenada,15.19642405
2225,Grenada,17.30765669
2238,Grenada,18.66202035
2239,Grenada,18.66202035
2261,Guatemala,10.53065968
2243,Guatemala,6.709060192
2263,Guatemala,10.6430397
2252,Guatemala,8.941929817
2262,Guatemala,10.58684969
2265,Guatemala,10.75267982
2268,Guatemala,10.61000776
2244,Guatemala,6.777880192
2242,Guatemala,6.640938964
2258,Guatemala,10.36208963
2241,Guatemala,6.573509413
2267,Guatemala,10.65756512
2264,Guatemala,10.70359993
2256,Guatemala,10.03310566
2254,Guatemala,9.487517738
2245,Guatemala,6.935319901
2257,Guatemala,10.30589962
2248,Guatemala,7.795295579
2255,Guatemala,9.760311699
2247,Guatemala,7.50863702
2240,Guatemala,6.506764516
2270,Guatemala,10.56245041
2260,Guatemala,10.47446966
2259,Guatemala,10.41827965
2266,Guatemala,10.70512247
2253,Guatemala,9.214723778
2054,Guinea,3.840019941
2064,Guinea,7.557199955
2077,Guinea,9.805297465
2058,Guinea,5.226070046
2052,Guinea,3.382879972
2060,Guinea,5.919095099
2059,Guinea,5.572582573
2075,Guinea,9.478772845
2070,Guinea,8.558400154
2068,Guinea,8.425490061
2063,Guinea,7.093309879
2049,Guinea,2.814340115
2078,Guinea,9.805297465
2066,Guinea,8.134269714
2053,Guinea,3.611449957
2051,Guinea,3.159090042
2069,Guinea,8.571100235
2065,Guinea,7.845734835
2074,Guinea,9.319611033
2062,Guinea,6.612120152
2067,Guinea,8.279879888
2048,Guinea,2.662970066
2056,Guinea,4.533044994
2076,Guinea,9.640652849
2050,Guinea,2.986715078
2061,Guinea,6.265607625
2125,Guinea-Bissau,8.344445152
2120,Guinea-Bissau,7.530945563
2118,Guinea-Bissau,7.22820275
2141,Guinea-Bissau,10.61306278
2119,Guinea-Bissau,7.378021512
2121,Guinea-Bissau,7.687039267
2138,Guinea-Bissau,10.28394832
2142,Guinea-Bissau,10.61306278
2123,Guinea-Bissau,8.008999784
2130,Guinea-Bissau,9.406309776
2117,Guinea-Bissau,7.081426221
2115,Guinea-Bissau,6.796754014
2139,Guinea-Bissau,10.39365314
2140,Guinea-Bissau,10.50335796
2122,Guinea-Bissau,7.846368321
2135,Guinea-Bissau,9.954833869
2129,Guinea-Bissau,9.296604957
2113,Guinea-Bissau,6.523525584
2137,Guinea-Bissau,10.17424351
2131,Guinea-Bissau,9.516014595
2143,Guinea-Bissau,10.61306278
2126,Guinea-Bissau,8.517400239
2136,Guinea-Bissau,10.06453869
2114,Guinea-Bissau,6.658738521
2124,Guinea-Bissau,8.175002105
2112,Guinea-Bissau,6.391058292
2286,Guyana,11.10203981
2302,Guyana,12.50272216
2282,Guyana,10.72921024
2294,Guyana,11.43113041
2280,Guyana,10.50589568
2298,Guyana,12.03168772
2272,Guyana,9.658160085
2283,Guyana,10.78507351
2293,Guyana,11.47663021
2287,Guyana,11.30727959
2301,Guyana,12.50272216
2274,Guyana,9.863455073
2300,Guyana,12.34369657
2289,Guyana,10.73396969
2288,Guyana,11.02062464
2295,Guyana,11.57839929
2296,Guyana,11.72756545
2290,Guyana,10.76708031
2273,Guyana,9.760267828
2291,Guyana,10.67809963
2299,Guyana,12.18669366
2303,Guyana,12.50272216
2277,Guyana,10.17960854
2292,Guyana,10.94888973
2297,Guyana,11.87865334
2407,Haiti,7.68617625
2416,Haiti,8.367285
2431,Haiti,9.7
2412,Haiti,8.06457
2413,Haiti,8.14024875
2417,Haiti,8.44296375
2418,Haiti,8.5186425
2403,Haiti,7.38346125
2408,Haiti,7.761855
2409,Haiti,7.83753375
2404,Haiti,7.45914
2425,Haiti,9.137
2414,Haiti,8.2159275
2428,Haiti,9.5
2410,Haiti,7.9132125
2426,Haiti,9.2
2427,Haiti,9.5
2420,Haiti,8.67
2424,Haiti,9.074
2419,Haiti,8.59432125
2406,Haiti,7.6104975
2423,Haiti,9.011
2415,Haiti,8.29160625
2400,Haiti,7.156425
2402,Haiti,7.3077825
2350,Honduras,9.732853699
2341,Honduras,8.763517952
2356,Honduras,10.32900047
2348,Honduras,9.517445755
2366,Honduras,10.13281417
2342,Honduras,8.871221924
2364,Honduras,9.838728904
2355,Honduras,10.24633503
2362,Honduras,9.888603846
2351,Honduras,9.840557671
2367,Honduras,10.13281417
2346,Honduras,9.302037811
2337,Honduras,8.400770187
2360,Honduras,9.675359726
2353,Honduras,10.05596561
2361,Honduras,9.911664501
2336,Honduras,8.327740703
2349,Honduras,9.625149727
2345,Honduras,9.194333839
2359,Honduras,9.868069649
2344,Honduras,9.086629868
2365,Honduras,10.13281417
2352,Honduras,9.948261642
2339,Honduras,8.548110008
2338,Honduras,8.474440098
2347,Honduras,9.409741783
2313,Hong Kong,14.15260682
2323,Hong Kong,15.48117278
2322,Hong Kong,15.34288805
2319,Hong Kong,14.93540113
2334,Hong Kong,17.27816963
2331,Hong Kong,16.6324501
2320,Hong Kong,15.07001321
2333,Hong Kong,17.22212029
2308,Hong Kong,13.53171161
2318,Hong Kong,14.80199147
2332,Hong Kong,16.92947006
2316,Hong Kong,14.53873653
2335,Hong Kong,17.27816963
2307,Hong Kong,13.41084033
2321,Hong Kong,15.20583853
2326,Hong Kong,15.90355015
2325,Hong Kong,15.76149255
2317,Hong Kong,14.66977349
2309,Hong Kong,13.6536723
2310,Hong Kong,13.77673221
2329,Hong Kong,16.45096016
2315,Hong Kong,14.40887006
2311,Hong Kong,13.90090125
2327,Hong Kong,16.09333038
2324,Hong Kong,15.62070387
2441,Hungary,13.87598038
2451,Hungary,15.21380997
2435,Hungary,11.74056005
2443,Hungary,14.56569958
2450,Hungary,15.28785038
