,country,human_development_index,gross_national_income_per_capita_2017_ppp_log,median_age_as_of_july_1st_years,mean_years_of_schooling,rate_of_natural_change_per_1000_population,net_reproduction_rate_surviving_daughters_per_woman,adolescent_birth_rate_per_1000_women_ages_15_19,total_fertility_rate_live_births_per_woman,crude_birth_rate_births_per_1000_population
2797,Japan,False,False,False,False,False,False,False,False,False
4176,Norway,False,False,False,False,False,False,False,False,False
4054,Niger,False,False,False,False,False,False,False,False,False
2000,Georgia,False,False,False,False,False,False,False,False,False
3505,Moldova,False,False,False,False,False,False,False,False,False
5470,Thailand,False,False,False,False,False,False,False,False,False
3725,Malta,False,False,False,False,False,False,False,False,False
2670,Israel,False,False,False,False,False,False,False,False,False
851,Bhutan,True,False,False,True,False,False,False,False,False
919,Central African Republic,False,False,False,False,False,False,False,False,False
5376,Chad,True,False,False,True,False,False,False,False,False
3897,Mauritania,False,False,False,False,False,False,False,False,False
3684,Mali,False,False,False,False,False,False,False,False,False
2840,Kazakhstan,False,False,False,False,False,False,False,False,False
4748,Rwanda,False,False,False,False,False,False,False,False,False
5627,Trinidad and Tobago,False,False,False,False,False,False,False,False,False
6135,South Africa,False,False,False,False,False,False,False,False,False
3743,Malta,False,False,False,False,False,False,False,False,False
3722,Malta,False,False,False,False,False,False,False,False,False
3887,Mauritania,False,False,False,False,False,False,False,False,False
5871,United States of America,False,False,False,False,False,False,False,False,False
3290,Sri Lanka,False,False,False,False,False,False,False,False,False
2981,Saint Kitts and Nevis,True,False,False,True,False,False,False,False,False
2012,Georgia,False,False,False,False,False,False,False,False,False
45,Angola,False,False,False,False,False,False,False,False,False
5921,Saint Vincent and the Grenadines,True,False,False,True,False,False,False,False,False
1975,United Kingdom,False,False,False,False,False,False,False,False,False
3109,Lebanon,True,False,False,True,False,False,False,False,False
5290,Eswatini,False,False,False,False,False,False,False,False,False
354,Burundi,False,False,False,False,False,False,False,False,False
5184,Slovakia,False,False,False,False,False,False,False,False,False
2847,Kazakhstan,False,False,False,False,False,False,False,False,False
28,Afghanistan,False,False,False,False,False,False,False,False,False
3736,Malta,False,False,False,False,False,False,False,False,False
5883,United States of America,False,False,False,False,False,False,False,False,False
44,Angola,False,False,False,False,False,False,False,False,False
5641,Tunisia,False,False,False,False,False,False,False,False,False
1713,Spain,False,False,False,False,False,False,False,False,False
3270,Sri Lanka,False,False,False,False,False,False,False,False,False
5423,Togo,False,False,False,False,False,False,False,False,False
5140,Sao Tome and Principe,False,False,False,False,False,False,False,False,False
186,Argentina,False,False,False,False,False,False,False,False,False
5145,Sao Tome and Principe,False,False,False,False,False,False,False,False,False
172,Argentina,False,False,False,False,False,False,False,False,False
5141,Sao Tome and Principe,False,False,False,False,False,False,False,False,False
5188,Slovakia,False,False,False,False,False,False,False,False,False
93,Albania,False,False,False,False,False,False,False,False,False
470,Burkina Faso,False,False,False,False,False,False,False,False,False
3922,Mauritius,False,False,False,False,False,False,False,False,False
2552,Ireland,False,False,False,False,False,False,False,False,False
5733,Tanzania,False,False,False,False,False,False,False,False,False
4456,Palau,True,False,False,False,False,False,False,False,False
4218,Nepal,False,False,False,False,False,False,False,False,False
3063,Kuwait,False,False,False,False,False,False,False,False,False
2801,Japan,False,False,False,False,False,False,False,False,False
3294,Sri Lanka,False,False,False,False,False,False,False,False,False
885,Botswana,False,False,False,False,False,False,False,False,False
753,Brazil,False,False,False,False,False,False,False,False,False
5143,Sao Tome and Principe,False,False,False,False,False,False,False,False,False
381,Burundi,False,False,False,False,False,False,False,False,False
654,Belarus,False,False,False,False,False,False,False,False,False
6052,Samoa,True,True,False,False,False,False,False,False,False
2232,Grenada,False,False,False,False,False,False,False,False,False
4737,Rwanda,True,False,False,False,False,False,False,False,False
4052,Niger,False,False,False,False,False,False,False,False,False
112,Andorra,False,False,False,False,False,False,False,False,False
5850,Uruguay,False,False,False,False,False,False,False,False,False
4716,Russian Federation,False,False,False,False,False,False,False,False,False
4294,Oman,True,False,False,True,False,False,False,False,False
5267,Sweden,False,False,False,False,False,False,False,False,False
4451,Palau,True,False,False,False,False,False,False,False,False
4134,Netherlands,False,False,False,False,False,False,False,False,False
1533,Denmark,False,False,False,False,False,False,False,False,False
3867,Mozambique,False,False,False,False,False,False,False,False,False
3123,Lebanon,False,False,False,False,False,False,False,False,False
2280,Guyana,False,False,False,False,False,False,False,False,False
4802,Sudan,False,False,False,False,False,False,False,False,False
3962,Malawi,False,False,False,False,False,False,False,False,False
2039,Ghana,False,False,False,False,False,False,False,False,False
5077,Serbia,False,False,False,False,False,False,False,False,False
4345,Pakistan,False,False,False,False,False,False,False,False,False
3179,Libya,False,False,False,False,False,False,False,False,False
3826,Mongolia,False,False,False,False,False,False,False,False,False
878,Botswana,False,False,False,False,False,False,False,False,False
4491,Papua New Guinea,False,False,False,False,False,False,False,False,False
4691,Romania,False,False,False,False,False,False,False,False,False
5259,Sweden,False,False,False,False,False,False,False,False,False
4961,El Salvador,False,False,False,False,False,False,False,False,False
3020,South Korea,False,False,False,False,False,False,False,False,False
2593,Iraq,False,False,False,False,False,False,False,False,False
4276,New Zealand,False,False,False,False,False,False,False,False,False
4149,Netherlands,False,False,False,False,False,False,False,False,False
170,Argentina,False,False,False,False,False,False,False,False,False
2570,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
1908,Micronesia,False,False,False,False,False,False,False,False,False
3433,Morocco,False,False,False,False,False,False,False,False,False
4947,Sierra Leone,False,False,False,False,False,False,False,False,False
6,Afghanistan,False,False,False,False,False,False,False,False,False
4169,Norway,False,False,False,False,False,False,False,False,False
4051,Niger,False,False,False,False,False,False,False,False,False
827,Brunei Darussalam,False,False,False,False,False,False,False,False,False
3428,Morocco,False,False,False,False,False,False,False,False,False
5344,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
5579,Tonga,False,False,False,False,False,False,False,False,False
1549,Dominican Republic,False,False,False,False,False,False,False,False,False
6199,Zimbabwe,False,False,False,False,False,False,False,False,False
947,Canada,False,False,False,False,False,False,False,False,False
485,Bangladesh,False,False,False,False,False,False,False,False,False
5494,Tajikistan,False,False,False,False,False,False,False,False,False
3309,Lesotho,False,False,False,False,False,False,False,False,False
2858,Kenya,False,False,False,False,False,False,False,False,False
2201,Greece,False,False,False,False,False,False,False,False,False
4465,Palau,False,False,False,False,False,False,False,False,False
743,Brazil,False,False,False,False,False,False,False,False,False
2629,Iceland,False,False,False,False,False,False,False,False,False
1065,Côte d'Ivoire,False,False,False,False,False,False,False,False,False
6205,Zimbabwe,False,False,False,False,False,False,False,False,False
4000,Namibia,False,False,False,False,False,False,False,False,False
4152,Netherlands,False,False,False,False,False,False,False,False,False
3678,North Macedonia,False,False,False,False,False,False,False,False,False
5421,Togo,False,False,False,False,False,False,False,False,False
3231,Saint Lucia,False,False,False,False,False,False,False,False,False
3491,Moldova,False,False,False,False,False,False,False,False,False
5957,Venezuela (Bolivarian Republic of),False,False,False,False,False,False,False,False,False
4954,Sierra Leone,False,False,False,False,False,False,False,False,False
2427,Haiti,False,False,False,False,False,False,False,False,False
785,Barbados,False,False,False,False,False,False,False,False,False
2074,Guinea,False,False,False,False,False,False,False,False,False
1316,Cuba,False,False,False,False,False,False,False,False,False
819,Brunei Darussalam,False,False,False,False,False,False,False,False,False
4890,Singapore,False,False,False,False,False,False,False,False,False
1286,Costa Rica,False,False,False,False,False,False,False,False,False
5461,Thailand,False,False,False,False,False,False,False,False,False
3930,Mauritius,False,False,False,False,False,False,False,False,False
4102,Nicaragua,False,False,False,False,False,False,False,False,False
2969,Kiribati,False,False,False,False,False,False,False,False,False
2386,Croatia,False,False,False,False,False,False,False,False,False
2994,Saint Kitts and Nevis,False,False,False,False,False,False,False,False,False
4591,Portugal,False,False,False,False,False,False,False,False,False
4062,Niger,False,False,False,False,False,False,False,False,False
